file,author,title,volume,source_xml,chars,words
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_54_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_54_SE.xml,10011,1448
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_55_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_55_SE.xml,7490,1108
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_56_TR.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_56_TR.xml,1158,164
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_57_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_57_SE.xml,1335,195
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_58_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_58_SE.xml,15232,2301
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_59_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_59_SE.xml,14825,2150
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_5_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_5_S..xml,161238,24453
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_60_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_60_SE.xml,7426,1157
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_61_TR.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_61_TR.xml,5232,813
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_62_TR.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_62_TR.xml,8144,1228
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_63_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_63_SE.xml,5923,880
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_64_TR.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_64_TR.xml,2969,392
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_65_MI.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_65_MI.xml,15512,2182
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_66_SE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_66_SE.xml,481708,70777
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_6_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_6_S..xml,3513,499
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_7_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_7_S..xml,111938,16422
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_8_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_8_S..xml,28813,4362
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL40_9_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[CC]PL40_9_DE.xml,62020,9219
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL40_10_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),40,[Corrected2]PL40_10_DE.xml,32028,4868
Unknown__Unknown_[CC]PL41_1_Int.txt,Unknown,Unknown,,[CC]PL41_1_Int.xml,3387,482
Unknown__Unknown_[CC]PL41_3_UNK.txt,Unknown,Unknown,,[CC]PL41_3_UNK.xml,1536,208
Unknown__Unknown_[CC]PL41_4_EPI.txt,Unknown,Unknown,,[CC]PL41_4_EPI.xml,1747,244
Unknown__Unknown_[Corrected2]PL41_0_UNK.txt,Unknown,Unknown,,[Corrected2]PL41_0_UNK.xml,3618,567
Unknown__Unknown_[Corrected2]PL41_2_EPI.txt,Unknown,Unknown,,[Corrected2]PL41_2_EPI.xml,29593,4681
Unknown__Unknown_[Corrected2]PL41_5_SCR.txt,Unknown,Unknown,,[Corrected2]PL41_5_SCR.xml,11135,1699
Unknown__Unknown_[Corrected2]PL41_6_EPI.txt,Unknown,Unknown,,[Corrected2]PL41_6_EPI.xml,40652,5869
Unknown__Unknown_[Corrected2]PL41_7_UNK.txt,Unknown,Unknown,,[Corrected2]PL41_7_UNK.xml,1124,168
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_14_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_14_S..xml,857349,132501
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_15_UN.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_15_UN.xml,3935,555
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_16_AD.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_16_AD.xml,62658,9815
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_17_CO.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_17_CO.xml,53811,8081
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_18_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_18_DE.xml,33634,5084
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_19_CO.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_19_CO.xml,8938,1297
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_1_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_1_S..xml,75632,10830
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_20_CO.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_20_CO.xml,56139,8397
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_21_QU.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_21_QU.xml,2907,437
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_22_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_22_DE.xml,67004,10181
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_23_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_23_DE.xml,22005,3472
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_24_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_24_DE.xml,32762,5021
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_25_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_25_DE.xml,19250,2951
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_26_DE.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_26_DE.xml,25898,3948
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_2_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_2_S..xml,36133,5577
"Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_3_,.txt",Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,"[CC]PL42_3_,.xml",2663,365
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_4_IN.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_4_IN.xml,146,22
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_5_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_5_S..xml,188233,28608
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_6_IN.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_6_IN.xml,161,27
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_7_CON.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_7_CON.xml,8751,1260
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_8_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_8_S..xml,25766,3975
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL42_9_AUG.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[CC]PL42_9_AUG.xml,338,51
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL42_0_ADM.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[Corrected2]PL42_0_ADM.xml,13871,1909
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL42_10_Se.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[Corrected2]PL42_10_Se.xml,14196,2186
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL42_12_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),42,[Corrected2]PL42_12_S..xml,97573,15360
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL43_0_IN.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),43,[CC]PL43_0_IN.xml,868,126
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL43_3_UNK.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),43,[CC]PL43_3_UNK.xml,38794,6249
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL43_4_EXC.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),43,[CC]PL43_4_EXC.xml,260211,36194
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL43_2_SER.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),43,[Corrected2]PL43_2_SER.xml,11209,1685
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL44_3_EPI.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),44,[CC]PL44_3_EPI.xml,3151,471
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL44_6_IN.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),44,[CC]PL44_6_IN.xml,258,40
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL44_9_IN.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),44,[CC]PL44_9_IN.xml,161,26
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL44_10_VA.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),44,[Corrected2]PL44_10_VA.xml,9222,1314
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL44_12_EP.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),44,[Corrected2]PL44_12_EP.xml,16577,2323
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL44_7_AUG.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),44,[Corrected2]PL44_7_AUG.xml,17237,2639
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL45_1_S..txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),45,[CC]PL45_1_S..xml,1645348,244388
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL45_2_APP.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),45,[CC]PL45_2_APP.xml,9743,1284
Augustinus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL45_3_HYP.txt,Augustinus,Patrologiae Cursus Completus. Series Latina (PL),45,[CC]PL45_3_HYP.xml,195712,30257
Unknown__Unknown_[Corrected2]PL46_1_SAN.txt,Unknown,Unknown,,[Corrected2]PL46_1_SAN.xml,153574,23728
Unknown__Unknown_[CC]PL47_6_SOL.txt,Unknown,Unknown,,[CC]PL47_6_SOL.xml,3746,566
Unknown__Unknown_[Corrected2]PL47_1_UNK.txt,Unknown,Unknown,,[Corrected2]PL47_1_UNK.xml,17493,2771
Unknown__Unknown_[Corrected2]PL47_2_UNK.txt,Unknown,Unknown,,[Corrected2]PL47_2_UNK.xml,6372,1028
Unknown__Unknown_[Corrected2]PL47_3_UNK.txt,Unknown,Unknown,,[Corrected2]PL47_3_UNK.xml,11021,1544
Unknown__Unknown_[Corrected2]PL47_4_SAN.txt,Unknown,Unknown,,[Corrected2]PL47_4_SAN.xml,3528,510
Unknown__Unknown_[Corrected2]PL47_5_UNK.txt,Unknown,Unknown,,[Corrected2]PL47_5_UNK.xml,20749,3256
Unknown__Unknown_[Corrected2]PL47_7_SER.txt,Unknown,Unknown,,[Corrected2]PL47_7_SER.xml,16686,2591
Unknown__Unknown_[CC]PL48_0_MAR.txt,Unknown,Unknown,,[CC]PL48_0_MAR.xml,20916,3208
Unknown__Unknown_[CC]PL48_14_LI.txt,Unknown,Unknown,,[CC]PL48_14_LI.xml,5411,760
Unknown__Unknown_[CC]PL48_8_LIB.txt,Unknown,Unknown,,[CC]PL48_8_LIB.xml,168870,26348
Unknown__Unknown_[CC]PL48_9_EXC.txt,Unknown,Unknown,,[CC]PL48_9_EXC.xml,3294,459
Unknown__Unknown_[Corrected2]PL48_10_SY.txt,Unknown,Unknown,,[Corrected2]PL48_10_SY.xml,69080,9937
Unknown__Unknown_[Corrected2]PL48_11_CO.txt,Unknown,Unknown,,[Corrected2]PL48_11_CO.xml,16738,2842
Unknown__Unknown_[Corrected2]PL48_12_CO.txt,Unknown,Unknown,,[Corrected2]PL48_12_CO.xml,5596,909
Unknown__Unknown_[Corrected2]PL48_13_CO.txt,Unknown,Unknown,,[Corrected2]PL48_13_CO.xml,2880,470
Unknown__Unknown_[Corrected2]PL48_15_NE.txt,Unknown,Unknown,,[Corrected2]PL48_15_NE.xml,51267,8242
Unknown__Unknown_[Corrected2]PL48_16_AD.txt,Unknown,Unknown,,[Corrected2]PL48_16_AD.xml,5192,714
Unknown__Unknown_[Corrected2]PL48_18_SA.txt,Unknown,Unknown,,[Corrected2]PL48_18_SA.xml,83430,12962
Unknown__Unknown_[Corrected2]PL48_19_AD.txt,Unknown,Unknown,,[Corrected2]PL48_19_AD.xml,15161,2203
Unknown__Unknown_[Corrected2]PL48_20_SA.txt,Unknown,Unknown,,[Corrected2]PL48_20_SA.xml,95168,15558
Unknown__Unknown_[Corrected2]PL48_21_LI.txt,Unknown,Unknown,,[Corrected2]PL48_21_LI.xml,7738,1082
Unknown__Unknown_[Corrected2]PL48_22_I..txt,Unknown,Unknown,,[Corrected2]PL48_22_I..xml,26200,3972
Unknown__Unknown_[Corrected2]PL48_23_TH.txt,Unknown,Unknown,,[Corrected2]PL48_23_TH.xml,18899,2904
Unknown__Unknown_[Corrected2]PL48_24_II.txt,Unknown,Unknown,,[Corrected2]PL48_24_II.xml,9148,1255
Unknown__Unknown_[Corrected2]PL48_25_EX.txt,Unknown,Unknown,,[Corrected2]PL48_25_EX.xml,22801,3425
Unknown__Unknown_[Corrected2]PL48_26_II.txt,Unknown,Unknown,,[Corrected2]PL48_26_II.xml,6411,1021
Unknown__Unknown_[Corrected2]PL48_2_MAR.txt,Unknown,Unknown,,[Corrected2]PL48_2_MAR.xml,6791,997
Unknown__Unknown_[Corrected2]PL48_3_I.txt,Unknown,Unknown,,[Corrected2]PL48_3_I.xml,8583,1241
Unknown__Unknown_[Corrected2]PL48_4_II..txt,Unknown,Unknown,,[Corrected2]PL48_4_II..xml,42838,6601
Unknown__Unknown_[Corrected2]PL48_5_III.txt,Unknown,Unknown,,[Corrected2]PL48_5_III.xml,14364,2127
Unknown__Unknown_[Corrected2]PL48_6_APP.txt,Unknown,Unknown,,[Corrected2]PL48_6_APP.xml,5741,815
Unknown__Unknown_[Corrected2]PL48_7_FID.txt,Unknown,Unknown,,[Corrected2]PL48_7_FID.xml,4031,594
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL49_0_EPI.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),49,[CC]PL49_0_EPI.xml,2439,311
Sixtus_II__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_10_DEC.txt,Sixtus II,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_10_DEC.xml,6163,844
Caius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_11_DE.txt,Caius,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_11_DE.xml,7352,1058
Dionysius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_2_EPIS.txt,Dionysius,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_2_EPIS.xml,4175,619
Dionysius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_3_EPIS.txt,Dionysius,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_3_EPIS.xml,14090,2106
Concilium_Romanum__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_4_CONC.txt,Concilium Romanum,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_4_CONC.xml,13001,1794
Felix_I__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_5_FRAG.txt,Felix I,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_5_FRAG.xml,503,76
Felix_I__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_6_S.F.txt,Felix I,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_6_S.F.xml,30077,4344
Eutychianus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_7_DED.txt,Eutychianus,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_7_DED.xml,17336,2528
Eutychianus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_8_EUTY.txt,Eutychianus,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_8_EUTY.xml,10278,1430
Eutychianus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL5_9_SANC.txt,Eutychianus,Patrologiae Cursus Completus. Series Latina (PL),5,[CC]PL5_9_SANC.xml,24934,3762
Sixtus_II__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL5_0_SIXT.txt,Sixtus II,Patrologiae Cursus Completus. Series Latina (PL),5,[Corrected2]PL5_0_SIXT.xml,16660,2380
Sixtus_II__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL5_12_EPI.txt,Sixtus II,Patrologiae Cursus Completus. Series Latina (PL),5,[Corrected2]PL5_12_EPI.xml,17886,2524
Sixtus_II__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL5_13_COM.txt,Sixtus II,Patrologiae Cursus Completus. Series Latina (PL),5,[Corrected2]PL5_13_COM.xml,60117,8831
Sixtus_II__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL5_14_ANT.txt,Sixtus II,Patrologiae Cursus Completus. Series Latina (PL),5,[Corrected2]PL5_14_ANT.xml,12627,1823
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL50_11_SA.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[CC]PL50_11_SA.xml,7369,1073
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL50_13_UN.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[CC]PL50_13_UN.xml,1352,195
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL50_15_aE.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[CC]PL50_15_aE.xml,1036,146
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL50_16_SA.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[CC]PL50_16_SA.xml,6431,863
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL50_2_.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[CC]PL50_2_.xml,2514,357
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_0_UNK.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_0_UNK.xml,45707,6364
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_12_SA.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_12_SA.xml,76795,10756
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_14_UN.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_14_UN.xml,62891,8902
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_18_ME.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_18_ME.xml,10379,1429
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_1_UNK.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_1_UNK.xml,26789,3806
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_3_VIG.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_3_VIG.xml,17854,2463
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_4_AMO.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_4_AMO.xml,54208,7927
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_5_ANT.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_5_ANT.xml,9778,1476
Cassianus_Ioannes__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL50_9_UNK.txt,"Cassianus
								Ioannes",Patrologiae Cursus Completus. Series Latina (PL),50,[Corrected2]PL50_9_UNK.xml,44243,6137
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_11_AD.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_11_AD.xml,9858,1349
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_13_AD.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_13_AD.xml,7005,973
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_18_AP.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_18_AP.xml,3161,462
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_19_SA.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_19_SA.xml,2010,278
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_20_CO.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_20_CO.xml,3636,529
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_21_AD.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_21_AD.xml,5613,799
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_23_AD.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_23_AD.xml,8629,1210
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_26_AP.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_26_AP.xml,4163,584
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_3_S..txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_3_S..xml,714,104
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_5_S..txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_5_S..xml,1182,177
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL51_6_ADM.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[CC]PL51_6_ADM.xml,3137,420
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_0_S..txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_0_S..xml,25823,3520
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_10_S..txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_10_S..xml,13839,1898
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_15_S..txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_15_S..xml,138866,21235
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_17_I..txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_17_I..xml,127524,16722
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_1_S..txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_1_S..xml,39542,5588
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_25_LI.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_25_LI.xml,184603,26778
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_27_CO.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_27_CO.xml,21726,3172
Prosperus_Aquitanus__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL51_29_CH.txt,Prosperus Aquitanus,Patrologiae Cursus Completus. Series Latina (PL),51,[Corrected2]PL51_29_CH.xml,16935,2174
