file,author,title,volume,source_xml,chars,words
Unknown__Unknown_[CC]PL10_19_DE.txt,Unknown,Unknown,,[CC]PL10_19_DE.xml,1970,324
Unknown__Unknown_[CC]PL10_4_ADM.txt,Unknown,Unknown,,[CC]PL10_4_ADM.xml,1849,281
Unknown__Unknown_[CC]PL10_5_UNK.txt,Unknown,Unknown,,[CC]PL10_5_UNK.xml,7674,1291
Unknown__Unknown_[CC]PL10_7_UNK.txt,Unknown,Unknown,,[CC]PL10_7_UNK.xml,1611,228
Unknown__Unknown_[Corrected2]PL10_11_AD.txt,Unknown,Unknown,,[Corrected2]PL10_11_AD.xml,8778,1327
Unknown__Unknown_[Corrected2]PL10_12_59.txt,Unknown,Unknown,,[Corrected2]PL10_12_59.xml,17446,2727
Unknown__Unknown_[Corrected2]PL10_13_UN.txt,Unknown,Unknown,,[Corrected2]PL10_13_UN.xml,163374,24851
Unknown__Unknown_[Corrected2]PL10_14_71.txt,Unknown,Unknown,,[Corrected2]PL10_14_71.xml,5152,837
Unknown__Unknown_[Corrected2]PL10_15_AP.txt,Unknown,Unknown,,[Corrected2]PL10_15_AP.xml,14003,2042
Unknown__Unknown_[Corrected2]PL10_16_SA.txt,Unknown,Unknown,,[Corrected2]PL10_16_SA.xml,53270,8852
Unknown__Unknown_[Corrected2]PL10_17_SE.txt,Unknown,Unknown,,[Corrected2]PL10_17_SE.xml,10882,1574
Unknown__Unknown_[Corrected2]PL10_18_LI.txt,Unknown,Unknown,,[Corrected2]PL10_18_LI.xml,8042,1248
Unknown__Unknown_[Corrected2]PL10_1_445.txt,Unknown,Unknown,,[Corrected2]PL10_1_445.xml,4050,604
Unknown__Unknown_[Corrected2]PL10_3_521.txt,Unknown,Unknown,,[Corrected2]PL10_3_521.xml,4392,683
Unknown__Unknown_[Corrected2]PL10_8_.txt,Unknown,Unknown,,[Corrected2]PL10_8_.xml,31700,4829
Unknown__Unknown_[Corrected2]PL10_9_PRA.txt,Unknown,Unknown,,[Corrected2]PL10_9_PRA.xml,6650,1016
Zeno__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL11_1_ORA.txt,Zeno,Patrologiae Cursus Completus. Series Latina (PL),11,[CC]PL11_1_ORA.xml,1279,172
Zeno__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL11_3_TES.txt,Zeno,Patrologiae Cursus Completus. Series Latina (PL),11,[Corrected2]PL11_3_TES.xml,19415,3174
Zeno__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL11_7_326.txt,Zeno,Patrologiae Cursus Completus. Series Latina (PL),11,[Corrected2]PL11_7_326.xml,10575,1362
Zeno__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL11_8_333.txt,Zeno,Patrologiae Cursus Completus. Series Latina (PL),11,[Corrected2]PL11_8_333.xml,12658,1660
Eusebius_Vercellensis__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL12_2_SAN.txt,Eusebius Vercellensis,Patrologiae Cursus Completus. Series Latina (PL),12,[Corrected2]PL12_2_SAN.xml,11284,1501
Unknown__Unknown_[CC]PL13_20_SE.txt,Unknown,Unknown,,[CC]PL13_20_SE.xml,19470,2978
Unknown__Unknown_[CC]PL13_29_FL.txt,Unknown,Unknown,,[CC]PL13_29_FL.xml,394,59
Unknown__Unknown_[CC]PL13_2_FAU.txt,Unknown,Unknown,,[CC]PL13_2_FAU.xml,1672,253
Unknown__Unknown_[CC]PL13_30_LU.txt,Unknown,Unknown,,[CC]PL13_30_LU.xml,649,91
Unknown__Unknown_[CC]PL13_39_EP.txt,Unknown,Unknown,,[CC]PL13_39_EP.xml,217,31
Unknown__Unknown_[CC]PL13_40_EP.txt,Unknown,Unknown,,[CC]PL13_40_EP.xml,456,68
Unknown__Unknown_[CC]PL13_48_AD.txt,Unknown,Unknown,,[CC]PL13_48_AD.xml,17530,2557
Unknown__Unknown_[CC]PL13_50_DU.txt,Unknown,Unknown,,[CC]PL13_50_DU.xml,951,131
Unknown__Unknown_[Corrected2]PL13_0_EPI.txt,Unknown,Unknown,,[Corrected2]PL13_0_EPI.xml,47971,7139
Unknown__Unknown_[Corrected2]PL13_11_OP.txt,Unknown,Unknown,,[Corrected2]PL13_11_OP.xml,48483,7191
Unknown__Unknown_[Corrected2]PL13_13_AN.txt,Unknown,Unknown,,[Corrected2]PL13_13_AN.xml,75995,11096
Unknown__Unknown_[Corrected2]PL13_14_TH.txt,Unknown,Unknown,,[Corrected2]PL13_14_TH.xml,60234,8579
Unknown__Unknown_[Corrected2]PL13_15_UN.txt,Unknown,Unknown,,[Corrected2]PL13_15_UN.xml,3200,460
Unknown__Unknown_[Corrected2]PL13_16_AN.txt,Unknown,Unknown,,[Corrected2]PL13_16_AN.xml,3454,526
Unknown__Unknown_[Corrected2]PL13_17_SA.txt,Unknown,Unknown,,[Corrected2]PL13_17_SA.xml,22653,3204
Unknown__Unknown_[Corrected2]PL13_18_MO.txt,Unknown,Unknown,,[Corrected2]PL13_18_MO.xml,74806,10835
Unknown__Unknown_[Corrected2]PL13_1_FAU.txt,Unknown,Unknown,,[Corrected2]PL13_1_FAU.xml,119616,19716
Unknown__Unknown_[Corrected2]PL13_21_CO.txt,Unknown,Unknown,,[Corrected2]PL13_21_CO.xml,6887,1066
Unknown__Unknown_[Corrected2]PL13_22_SE.txt,Unknown,Unknown,,[Corrected2]PL13_22_SE.xml,29906,4468
Unknown__Unknown_[Corrected2]PL13_23_EX.txt,Unknown,Unknown,,[Corrected2]PL13_23_EX.xml,3323,497
Unknown__Unknown_[Corrected2]PL13_24_BR.txt,Unknown,Unknown,,[Corrected2]PL13_24_BR.xml,54877,9496
Unknown__Unknown_[Corrected2]PL13_25_KA.txt,Unknown,Unknown,,[Corrected2]PL13_25_KA.xml,9714,1416
Unknown__Unknown_[Corrected2]PL13_26_UN.txt,Unknown,Unknown,,[Corrected2]PL13_26_UN.xml,9253,2044
Unknown__Unknown_[Corrected2]PL13_27_UN.txt,Unknown,Unknown,,[Corrected2]PL13_27_UN.xml,11097,1886
Unknown__Unknown_[Corrected2]PL13_28_NA.txt,Unknown,Unknown,,[Corrected2]PL13_28_NA.xml,13540,2207
Unknown__Unknown_[Corrected2]PL13_31_AP.txt,Unknown,Unknown,,[Corrected2]PL13_31_AP.xml,25224,3780
Unknown__Unknown_[Corrected2]PL13_32_UN.txt,Unknown,Unknown,,[Corrected2]PL13_32_UN.xml,3223,482
Unknown__Unknown_[Corrected2]PL13_33_SA.txt,Unknown,Unknown,,[Corrected2]PL13_33_SA.xml,80095,12629
Unknown__Unknown_[Corrected2]PL13_34_SA.txt,Unknown,Unknown,,[Corrected2]PL13_34_SA.xml,23249,3501
Unknown__Unknown_[Corrected2]PL13_35_SA.txt,Unknown,Unknown,,[Corrected2]PL13_35_SA.xml,12803,2092
Unknown__Unknown_[Corrected2]PL13_36_Q.txt,Unknown,Unknown,,[Corrected2]PL13_36_Q.xml,24022,3787
Unknown__Unknown_[Corrected2]PL13_37_UN.txt,Unknown,Unknown,,[Corrected2]PL13_37_UN.xml,21786,3468
Unknown__Unknown_[Corrected2]PL13_38_S..txt,Unknown,Unknown,,[Corrected2]PL13_38_S..xml,21731,3228
Unknown__Unknown_[Corrected2]PL13_3_UNK.txt,Unknown,Unknown,,[Corrected2]PL13_3_UNK.xml,77695,11203
Unknown__Unknown_[Corrected2]PL13_41_EP.txt,Unknown,Unknown,,[Corrected2]PL13_41_EP.xml,23131,3375
Unknown__Unknown_[Corrected2]PL13_42_EP.txt,Unknown,Unknown,,[Corrected2]PL13_42_EP.xml,10269,1567
Unknown__Unknown_[Corrected2]PL13_43_UN.txt,Unknown,Unknown,,[Corrected2]PL13_43_UN.xml,8252,1201
Unknown__Unknown_[Corrected2]PL13_44_EP.txt,Unknown,Unknown,,[Corrected2]PL13_44_EP.xml,4461,624
Unknown__Unknown_[Corrected2]PL13_46_EP.txt,Unknown,Unknown,,[Corrected2]PL13_46_EP.xml,13747,2077
Unknown__Unknown_[Corrected2]PL13_47_EP.txt,Unknown,Unknown,,[Corrected2]PL13_47_EP.xml,21009,3163
Unknown__Unknown_[Corrected2]PL13_51_MO.txt,Unknown,Unknown,,[Corrected2]PL13_51_MO.xml,1483,204
Unknown__Unknown_[Corrected2]PL13_52_KA.txt,Unknown,Unknown,,[Corrected2]PL13_52_KA.xml,3913,588
Unknown__Unknown_[Corrected2]PL13_5_SAN.txt,Unknown,Unknown,,[Corrected2]PL13_5_SAN.xml,37706,5590
Unknown__Unknown_[Corrected2]PL13_6_DE.txt,Unknown,Unknown,,[Corrected2]PL13_6_DE.xml,3709,562
Unknown__Unknown_[Corrected2]PL13_8_APP.txt,Unknown,Unknown,,[Corrected2]PL13_8_APP.xml,1876,266
Unknown__Unknown_[Corrected2]PL13_9_CAR.txt,Unknown,Unknown,,[Corrected2]PL13_9_CAR.xml,4045,596
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL14_0_SAN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),14,[Corrected2]PL14_0_SAN.xml,143423,21343
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL14_1_SAN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),14,[Corrected2]PL14_1_SAN.xml,82335,11870
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL14_2_SAN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),14,[Corrected2]PL14_2_SAN.xml,78749,11552
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL15_6_IND.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),15,[CC]PL15_6_IND.xml,6290,876
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL15_0_COM.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),15,[Corrected2]PL15_0_COM.xml,323822,47482
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL15_3_CON.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),15,[Corrected2]PL15_3_CON.xml,72,10
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL15_4_ELE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),15,[Corrected2]PL15_4_ELE.xml,10802,1612
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL15_5_IND.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),15,[Corrected2]PL15_5_IND.xml,316646,46433
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL16_13_FR.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),16,[CC]PL16_13_FR.xml,4599,633
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL16_15_OR.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),16,[CC]PL16_15_OR.xml,230,30
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL16_16_OR.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),16,[CC]PL16_16_OR.xml,69,10
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL16_17_ED.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),16,[CC]PL16_17_ED.xml,67,10
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL16_18_EP.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),16,[CC]PL16_18_EP.xml,31,3
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL16_14_OR.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),16,[Corrected2]PL16_14_OR.xml,46893,6510
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_0_ELE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_0_ELE.xml,1304,188
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_11_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_11_IN.xml,68445,10075
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_15_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_15_IN.xml,5365,761
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_23_PR.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_23_PR.xml,32476,4684
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_27_HE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_27_HE.xml,7705,1134
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_28_DE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_28_DE.xml,9159,1487
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_29_EX.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_29_EX.xml,3440,524
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_30_AP.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_30_AP.xml,3735,516
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_36_EP.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_36_EP.xml,6662,944
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_38_EP.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_38_EP.xml,7018,1036
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[CC]PL17_41_OR.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[CC]PL17_41_OR.xml,18566,2956
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_10_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_10_IN.xml,20197,2982
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_12_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_12_IN.xml,38687,5678
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_13_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_13_IN.xml,17320,2564
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_14_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_14_IN.xml,7416,1114
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_16_DE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_16_DE.xml,98400,15266
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_17_DE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_17_DE.xml,47496,7283
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_18_DE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_18_DE.xml,24700,3664
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_19_AD.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_19_AD.xml,29905,4407
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_1_AD.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_1_AD.xml,99417,14354
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_20_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_20_IN.xml,55,5
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_22_EP.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_22_EP.xml,43375,6253
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_25_DE.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_25_DE.xml,100448,14172
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_32_LI.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_32_LI.xml,47673,7038
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_35_PH.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_35_PH.xml,18364,2554
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_37_EX.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_37_EX.xml,10065,1396
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_3_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_3_IN.xml,258695,38725
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_40_HY.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_40_HY.xml,282637,38837
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_5_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_5_IN.xml,101796,15231
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_6_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_6_IN.xml,88273,13165
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_7_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_7_IN.xml,51650,7930
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_8_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_8_IN.xml,61016,9086
Ambrosius__Patrologiae_Cursus_Completus_Series_Latina_PL_[Corrected2]PL17_9_IN.txt,Ambrosius,Patrologiae Cursus Completus. Series Latina (PL),17,[Corrected2]PL17_9_IN.xml,35387,5283
Unknown__Unknown_[CC]PL18_10_AN.txt,Unknown,Unknown,,[CC]PL18_10_AN.xml,3486,501
Unknown__Unknown_[CC]PL18_17_PU.txt,Unknown,Unknown,,[CC]PL18_17_PU.xml,3399,486
Unknown__Unknown_[CC]PL18_1_SAN.txt,Unknown,Unknown,,[CC]PL18_1_SAN.xml,2256,344
Unknown__Unknown_[CC]PL18_4_ANN.txt,Unknown,Unknown,,[CC]PL18_4_ANN.xml,1356,201
Unknown__Unknown_[Corrected2]PL18_0_ANN.txt,Unknown,Unknown,,[Corrected2]PL18_0_ANN.xml,5308,751
Unknown__Unknown_[Corrected2]PL18_11_UN.txt,Unknown,Unknown,,[Corrected2]PL18_11_UN.xml,7654,1113
Unknown__Unknown_[Corrected2]PL18_13_AN.txt,Unknown,Unknown,,[Corrected2]PL18_13_AN.xml,3773,567
Unknown__Unknown_[Corrected2]PL18_14_AN.txt,Unknown,Unknown,,[Corrected2]PL18_14_AN.xml,3630,546
Unknown__Unknown_[Corrected2]PL18_15_MA.txt,Unknown,Unknown,,[Corrected2]PL18_15_MA.xml,40511,5712
Unknown__Unknown_[Corrected2]PL18_16_AP.txt,Unknown,Unknown,,[Corrected2]PL18_16_AP.xml,17004,2487
Unknown__Unknown_[Corrected2]PL18_18_UN.txt,Unknown,Unknown,,[Corrected2]PL18_18_UN.xml,23383,2923
Unknown__Unknown_[Corrected2]PL18_2_UNK.txt,Unknown,Unknown,,[Corrected2]PL18_2_UNK.xml,4742,716
Unknown__Unknown_[Corrected2]PL18_3_TIC.txt,Unknown,Unknown,,[Corrected2]PL18_3_TIC.xml,150866,25500
Unknown__Unknown_[Corrected2]PL18_5_ANN.txt,Unknown,Unknown,,[Corrected2]PL18_5_ANN.xml,9559,1532
Unknown__Unknown_[Corrected2]PL18_6_UNK.txt,Unknown,Unknown,,[Corrected2]PL18_6_UNK.xml,17462,2651
Unknown__Unknown_[Corrected2]PL18_7_EXH.txt,Unknown,Unknown,,[Corrected2]PL18_7_EXH.xml,38246,5879
Unknown__Unknown_[Corrected2]PL18_9_SAN.txt,Unknown,Unknown,,[Corrected2]PL18_9_SAN.xml,32528,5556
Unknown__Unknown_[CC]PL19_5_EPI.txt,Unknown,Unknown,,[CC]PL19_5_EPI.xml,4447,640
Unknown__Unknown_[CC]PL19_6_EPI.txt,Unknown,Unknown,,[CC]PL19_6_EPI.xml,4229,586
Unknown__Unknown_[Corrected2]PL19_10_SE.txt,Unknown,Unknown,,[Corrected2]PL19_10_SE.xml,5063,720
Unknown__Unknown_[Corrected2]PL19_1_DE.txt,Unknown,Unknown,,[Corrected2]PL19_1_DE.xml,12739,2117
Unknown__Unknown_[Corrected2]PL19_3_P..txt,Unknown,Unknown,,[Corrected2]PL19_3_P..xml,3899,559
Unknown__Unknown_[Corrected2]PL19_4_TES.txt,Unknown,Unknown,,[Corrected2]PL19_4_TES.xml,2638,442
Unknown__Unknown_[Corrected2]PL19_7_UNK.txt,Unknown,Unknown,,[Corrected2]PL19_7_UNK.xml,63595,10839
Unknown__Unknown_[Corrected2]PL19_8_UNK.txt,Unknown,Unknown,,[Corrected2]PL19_8_UNK.xml,4886,787
Unknown__Unknown_[Corrected2]PL19_9_DEC.txt,Unknown,Unknown,,[Corrected2]PL19_9_DEC.xml,7203,1077
Unknown__Unknown_[CC]PL20_15_DECRETAEXEPISTOLIS.txt,Unknown,Unknown,,[CC]PL20_15_DECRETAEXEPISTOLIS.xml,832,119
Unknown__Unknown_[CC]PL20_22_EPISTOLAS.BONIFACI.txt,Unknown,Unknown,,[CC]PL20_22_EPISTOLAS.BONIFACI.xml,2216,315
Unknown__Unknown_[CC]PL20_26_SYNODICAAURELIICAR.txt,Unknown,Unknown,,[CC]PL20_26_SYNODICAAURELIICAR.xml,1427,202
Unknown__Unknown_[CC]PL20_2_III.LIBELLUSFIDEI..txt,Unknown,Unknown,,[CC]PL20_2_III.LIBELLUSFIDEI..xml,2431,406
Unknown__Unknown_[CC]PL20_7_95DICTAASANCTOCH.txt,Unknown,Unknown,,[CC]PL20_7_95DICTAASANCTOCH.xml,732,109
Unknown__Unknown_[Corrected2]PL20_0_SANCTIPHOEBADIIAGI.txt,Unknown,Unknown,,[Corrected2]PL20_0_SANCTIPHOEBADIIAGI.xml,45987,7780
Unknown__Unknown_[Corrected2]PL20_11_APPENDIXADEPISTOLA.txt,Unknown,Unknown,,[Corrected2]PL20_11_APPENDIXADEPISTOLA.xml,32691,4683
Unknown__Unknown_[Corrected2]PL20_12_DECRETAEXEPISTOLIS.txt,Unknown,Unknown,,[Corrected2]PL20_12_DECRETAEXEPISTOLIS.xml,10535,1560
Unknown__Unknown_[Corrected2]PL20_13_EPISTOLAES.INNOCEN.txt,Unknown,Unknown,,[Corrected2]PL20_13_EPISTOLAES.INNOCEN.xml,16038,2485
Unknown__Unknown_[Corrected2]PL20_14_ZOSIMIΡΑΡAEEPISTOL.txt,Unknown,Unknown,,[Corrected2]PL20_14_ZOSIMIΡΑΡAEEPISTOL.xml,68578,10111
Unknown__Unknown_[Corrected2]PL20_16_EPISTOLAS.ZOSIMOP.txt,Unknown,Unknown,,[Corrected2]PL20_16_EPISTOLAS.ZOSIMOP.xml,2643,375
Unknown__Unknown_[Corrected2]PL20_17_II.LIBELLUSADVERSU.txt,Unknown,Unknown,,[Corrected2]PL20_17_II.LIBELLUSADVERSU.xml,5968,948
Unknown__Unknown_[Corrected2]PL20_18_III.DEBENEDICTIONI.txt,Unknown,Unknown,,[Corrected2]PL20_18_III.DEBENEDICTIONI.xml,43199,6871
Unknown__Unknown_[Corrected2]PL20_19_ANNODOMINICCCCXVII.txt,Unknown,Unknown,,[Corrected2]PL20_19_ANNODOMINICCCCXVII.xml,41932,6077
Unknown__Unknown_[Corrected2]PL20_1_UNKNOWN.txt,Unknown,Unknown,,[Corrected2]PL20_1_UNKNOWN.xml,48362,8107
Unknown__Unknown_[Corrected2]PL20_20_UNKNOWN.txt,Unknown,Unknown,,[Corrected2]PL20_20_UNKNOWN.xml,59619,8616
Unknown__Unknown_[Corrected2]PL20_21_DECRETAEXEPISTOLIS.txt,Unknown,Unknown,,[Corrected2]PL20_21_DECRETAEXEPISTOLIS.xml,5333,811
Unknown__Unknown_[Corrected2]PL20_23_UNKNOWN.txt,Unknown,Unknown,,[Corrected2]PL20_23_UNKNOWN.xml,283394,44346
Unknown__Unknown_[Corrected2]PL20_24_ADLAUDEMBEATIFILA.txt,Unknown,Unknown,,[Corrected2]PL20_24_ADLAUDEMBEATIFILA.xml,3552,474
Unknown__Unknown_[Corrected2]PL20_25_SANCTIAURELIICARTH.txt,Unknown,Unknown,,[Corrected2]PL20_25_SANCTIAURELIICARTH.xml,1938,268
Unknown__Unknown_[Corrected2]PL20_27_EPISTOLAAURELIIDAM.txt,Unknown,Unknown,,[Corrected2]PL20_27_EPISTOLAAURELIIDAM.xml,907,125
Unknown__Unknown_[Corrected2]PL20_28_BACHIARIIFIDES..txt,Unknown,Unknown,,[Corrected2]PL20_28_BACHIARIIFIDES..xml,22139,3532
Unknown__Unknown_[Corrected2]PL20_29_BACHIARIIADJANUARI.txt,Unknown,Unknown,,[Corrected2]PL20_29_BACHIARIIADJANUARI.xml,54503,8855
Unknown__Unknown_[Corrected2]PL20_30_UNKNOWN.txt,Unknown,Unknown,,[Corrected2]PL20_30_UNKNOWN.xml,247953,37543
Unknown__Unknown_[Corrected2]PL20_31_ALTEERCAIOINTERTHE.txt,Unknown,Unknown,,[Corrected2]PL20_31_ALTEERCAIOINTERTHE.xml,39466,6530
Unknown__Unknown_[Corrected2]PL20_32_EVAGRIIMONACHISENT.txt,Unknown,Unknown,,[Corrected2]PL20_32_EVAGRIIMONACHISENT.xml,20356,3049
Unknown__Unknown_[Corrected2]PL20_3_S.ANASTASIIIPAPAE.txt,Unknown,Unknown,,[Corrected2]PL20_3_S.ANASTASIIIPAPAE.xml,17159,2565
Unknown__Unknown_[Corrected2]PL20_4_APPENDIX.EPISTOLAE.txt,Unknown,Unknown,,[Corrected2]PL20_4_APPENDIX.EPISTOLAE.xml,7551,1103
Unknown__Unknown_[Corrected2]PL20_5_SANCTICHROMATIIAQU.txt,Unknown,Unknown,,[Corrected2]PL20_5_SANCTICHROMATIIAQU.xml,11537,1758
Unknown__Unknown_[Corrected2]PL20_6_SANCTICHROMATIIAQU.txt,Unknown,Unknown,,[Corrected2]PL20_6_SANCTICHROMATIIAQU.xml,113490,18526
Unknown__Unknown_[Corrected2]PL20_8_UNKNOWN.txt,Unknown,Unknown,,[Corrected2]PL20_8_UNKNOWN.xml,18441,2655
Unknown__Unknown_[Corrected2]PL20_9_UNKNOWN.txt,Unknown,Unknown,,[Corrected2]PL20_9_UNKNOWN.xml,38502,5600
Unknown__Unknown_[CC]PL21_15_LI.txt,Unknown,Unknown,,[CC]PL21_15_LI.xml,3050,457
