manuscript,bekker,text
paris_934,136b3-7,"1ומקום חמישי , קרוב שימנה בהפכים, והוא לקוח מן המינים אשר יחלק בהם הסוגהסוג על דומה בהקבלה וזה שאנחנו כאשר חלקנו הסוג בשני מינים מקבילים , וחלקנוהו גם כן בשני משיגים מקבילים או יותר, ולא יהיה אחד מחלקי אותם המשיגים, סגולה לאחד משני חלקי אותם המינים, הנה אין המשיג האחד, סגולה למין האחר. 2דמיון זה, שהוא בעבור שאין סגולת הבעל חיים המת שיהיה מתנועע , אחר שהגרמים השמימיים, חיים, מתנועעים, בלתי מתים , והוא הגלגל, שיהיה נח. 3והאמות בהפך זה."
paris_934,138b8-14,"1ומקום ששי ימנה בזה. 2והוא כאשר היו שני דברים בשני נושאים מתחלפים, וינשאו עליהם עניין אחד כולל להם, עוד היה זה הדבר הכולל, סגולה לאחד משני הדברים , כאשר התנה מציאותו בנושא זה הדבר הנה הוא סגולה לאותו הדבר האחד כאשר התנה מציאותו בנושאו גם כן. 3דמיון זה, שהוא בעבור שהיו ההבנה והיראת חטא, שני חלקים מחלקי הנפש, בשני נושאים מתחלפים, ההבנה בחלק המדבר, והיראת חטא בחלק המתאוה, והיתה המעלה, דבר כולל ימצא לכלם, עוד היתה סגולת ההכנה , שהיא מעלה לחלק המחשבי , הנה סגולת היראת חטא שהיא מעלה לחלק המתאוה. 4וזה המקום יאמר אבן סיני שהוא מדעי."
paris_934,136b15-33,"1ומקום מהשמושים והדמיונים , וזה בשנעיין, ואם לא יהיה ההמשל הראשון , לא יהיה הנגזר סגולה לנגזר. 2דמיון זה, שאם לא יהיה סגולת היושר , שהוא נמצא בהנחה, לא יהיה סגולת הישר, שיהיה מניח. 3ודמיון זה יעיין בשמושים, אלא שהם בלתי נמצאים בלשון הערב. 4וכבר יעיין מהדמיונים גם כן מהדמיונים במקבילות. 5דמיון זה, אם לא תהיה סגולת היושר , שמה שיתואר בו מהיושר , הנה היא מניחו, והמוסכם מנפשו עליו, הנה לא תהיה סגולת העול, שמה שיתואר בו מהעול, נמצא לו בזולת הטבע, ר""ל בהנחה. 6והמקיים, יעיין בהפך זה המקום."
paris_934,136b34-137a8,"1ומקום מהרואה על דרך ההתיחס. 2אם המבטל, הנה נעיין אם לא תהיה אחת משתי הסגולות המתדמות , הדברים המתדמים, הנה אין האחד סגולה לדבר אחר. 3דמיון זה, שהוא בעבור שהיה הבניין אל חדוש הבית כיחס הרופא אל הבריאות ואין סגולת הבניין חדוש הבית הנה לא תהיה סגולת הרופא חדוש הבריאות והמאמת יעיין אם היתה אחת מהשתי סגולות המתדמות סגולת לאחד מהשני דברים המתדמים הנה השנית סגולה לדבר אחר דמיון זה שהוא בעבור שהיה יחס הרופא אל חדוש הבריאות כיחס ההתעמלות אל רעננות הגוף, והיה סגולת ההתעמלות , חדוש רעננות הגוף, היתה סגולת הרופא, חדוש הבריאות."
paris_934,137a22-137b2,"1ומקום לקוח מן ההויה וההפסד. 2והוא, שמה שיאמר על שהוא כבר היה ונשלם, הנה אין מה שיאמר על שהוא בדרך ההויה, שהוא סגולה למה שהוא בדרך ההויה. 3דמיון זה, בעבור שאין סגולת האדם נמצא , שימצאהו , לא תהיה סגולת האדם המתהוה, שהוא יתהוה חי. 4ודמיון זה, יבחן בין מה שנפסד ובין מה שהוא בדרך ההפסד וכזה גם כן יבחן הנפסד עם ההוה בזה הצד. 5דמיון זה, שהוא בעבור שלא תהיה סגולת האדם המתהוה, שיהיה חי, לא תהיה סגולת האדם הנפסד, הפסד החיות ממנו. 6והמאמת יעיין באלו המקומות בהם וזה. 7דמיון זה, בעבור שהיה סגולת האדם ההוה שימצא הדבר היתה סגולת האדם הנפסד, שיפסד ממנו הדבור. 8וזה המקום מדעי."
paris_934,137b14-138a3,"1ומקומות לקוחים מהפחות והיתר והשווי. 2אם תחלה, הנה המבטל ועיון אם היה מה שיאמר ביתר, איננו למה שיאמר ביתר, ר""ל מה שיתואר בו הנשוא ברבוי, הנה אין סגולה למה שיתואר בו הנושא ברבוי, הנה מה שיאמר על הפחות , ולא מה שיאמר על המוחלט , ר""ל מזולת התנות הפחות והיתר , הוא סגולה גם כן, למה שיאמר על המוחלט. 3דמיון זה, שהוא בעבור שלא יהיה אמרנו, מה שהוא יתר התהוות סגולה למה שהוא יתר גשמות , לא יהיה אמרינו , מה שהוא פחות התהוות, סגולה למה שהוא פחות גשמיות, ולא מה שהיה גם כן במוחלט סגולה למה שהיה גשם במוחלט. 4ואמנם המקיים, הנה, אם היה מה שיאמר ביתר הסגולה למה שיאמר במוחלט . 5דמיון זה, שהוא בעבור שהיה אמרנו מה שהיה יתר הרגש סגולה למה שהוא יתר גשם הנה מה שהוא פחות הרגש סגולה למשה שהוא פחות גשם. 6וכזה מה שהיה הרגש במוחלט, סגולה למה שהיה גשם במוחלט. 7וכמו שעיננו ממה שיאמר על הרוב , במה שיאמר על הפחות, או על המוחלט, כזה אפשר שנעיין ממה שעל המוחלט ממה שיאמר על הרוב או על הפחות אם המבטל הנה אם היה מה שיאמר על המוחלט איננו סגולה למה שיאמר על המוחלט, הנה מה שיאמר על היתר, איננו סגולה למה שיאמר ביתר ומה שיאמר בפחות איננו סגולה למה שיאמר בפחות. 8דמיון זה, שהוא בעבור שלא תהיה סגולת האדם, שהוא קנאי, לא תהיה סגולת מה שהוא יתר אנושי, שהוא יותר קנאי, ולא מה שהוא פחות אנושי, פחות קנאי. 9ואם המקיים , הנה יעיין בהפך זה, ר""ל אם מה שיאמר על השלוח, הנה מה שיאמר ביתר, סגולה למה שיאמר ביתר, ומה שיאמר בפחות, סגולה למה שיאמר בפחות. 10דמיון זה, שהוא בעבור שהיתה סגולת האש המשולחת, שהיא מתנועע למטה בשלוח, היתה סגולת מה שהוא יותר אשיי, שהוא יותר תנועה אל-מעלה ומה שהוא פחות אשיי הוא פחות תנועה אל מעלה."
paris_934,138a4-10,"1ואם שנית, הנה יעיין המבטל. 2כי אם יהיה דבר מה, יאמר סגולה לדבר אחר , עוד היה אשר יאמר שהוא סגולה יותר, איננו סגולה , הנה הפחות, איננו סגולה. 3דמיון זה, אם היה ההרגש סגולה לבעל חיים , יותר מהיות הלמוד סגולה לאדם. 4ואם המקיים, הנה יתחיל ממקום בפחות. 5ואם היה סגולה , הנה מה שיאמר ביתר, סגולה . 6וזה המקום הוא מיחס שני דברים אל שני דברים. 7והוא מה שקדם במקומות המקרה."
paris_934, 20-13 138,"1ואולם שלישית , הנה יעיין המבטל. 2כי אם היה נמצא דבר אחד יתר סגולה לדבר מאשר הוא סגולה לו , הנה איננו סגולה הפחות. 3דמיון זה, בעבור שהיה המראה, יותר ראוי שיהיה סגולה לשטח, מהיותו סגולה לגשם, הנה אם לא יהיה סגולה לשטח, הנה לא יהיה סגולה לגשם. 4ואולם המקיים, הנה לא יקבל תועלת בזה המקום, כי הוא לא ימצא דבר אחד, סגולה לשני דברים, וזה מיחס דבר אחד אל שני דברים."
paris_934,138a21 -29,"1ואם רביעי, הנה המבטל יעיין. 2כי אם היה מה שהוא יותר ראוי שיהיה סגולה , איננו סגולה הנה מה שאיננו יותר ראוי שיהיה סגולה איננו סגולה. 3דמיון זה, בעבור שהיה היות החי מרגיש, יותר ראוי שיהיה לו סגולה מהיותו מתחלק, עוד לא יהיה היותו מרגיש, סגולה לו, הנה לא יהיה מתחלק סגולה לו. 4ואולם המקיים, הנה יעיין , ואם היה אשר הוא יותר ראוי שלא יהיה לו סגולה הנה מה שהוא יותר ראוי שיהיה סגולה סגולה דמיון זה בעבור שהיה שירגיש הוא יותר ראוי שיהיה סגולה לבעל חיים משיהיה עוד היה שיהיה סגולה, הנה שירגיש סגולה . 5וזה משער יחס שני דברים אל דבר אחד."
paris_934,138a30-138b5,"1עוד אחר זה הנה נעיין אם מן השווי, ר""ל הדברים הנשואים על דמיון אחד. 2אם תחלה, הנה נעיין אם היו שני דברים, סגולות לשני דברים על דמיון אחד, אם תחילה הנה נעיין עוד לא יהיה אחד מהם סגולה לאחד מהם לא יהיה האחר סגולה ואם היה אחד מהם סגולה, הנה האחר סגולה . 3דמיון זה, שהוא בעבור שהיה סגולת החלק המתאוה מן הנפש, שיתאוה כמו שסגולת המחשב שיחשוב. 4ואם היה אחד מהם, סגולה הנה האחר סגולה . 5וזה מיחס שני דברים אל שני דברים."
paris_934,138b16-24,"1והמקום השני, מיחס שני דברים אל דבר אחד על משל אחד. 2וזה, שהוא כאשר שני דברים סגולות לדבר אחד על משל אחד, עוד לא יהיה אחד מהם, סגולה , לא יהיה האחר סגולה . 3דמיון זה, בעבור שהיה לנו שנניח שהיות האדם שיראה, סגולה לו, כמו היותו שישמע, עוד לא יהיה שיראה, סגולה , הנה שישמע גם כן איננו סגולה. 4ובקיום, אם היה אחד מהם סגולה , הנה האחר סגולה . 5דמיון זה, שהוא בעבור שהיה לנו שנניח שמסגולתה שיש לה חלק מתאוה, על הכונה הראשונה , ואם היה אמרנו שיש לה חלק מתאוה, סגולה , הנה אמרנו שיש לה חלק מחשבי, סגולה לה גם כן."
paris_934,138b16-24,"1והמקום השלישי, שהמבטל יעיין, ואם היה דבר אחד יוחס לשני דברים יחס אחד, ולא יהיה לאחד מהם סגולה , הנה אין לאחר סגולה . 2דמיון זה, בעבור שהיה מציאות השריפה לגחלת, כמציאות ללהב, ולא יהיה סגולה אל הלהב, הנה איננו סגולה לגחלת. 3אמנם המקיים, הנה לא יקבל תועלת בזה המקום, באשר לא תהיה סגולה אחת לשני דברים."
paris_934,138b24-27,"1וההפרש בין מקום הדמוי על דרך ההתיחסות ועל דרך ההתקבצות במקרה אחד, ר""ל דומה במקרה ובין אילו המקומות, שזה המקום ר""ל הפחות והיתר ההקשה והדמוי אשר ביניהם, היא הסבה , כאשר חייבנו שמשפט המתיחסים, משפט אחד, במה שימצא להם וישולל מהם, והם ר""ל אשר למעלה אין יחוס מציאות המשפט להם, הוא הסיבה, כאשר שפטנו עליהם בהקשה.
1ובכאן נשלם המאמר במקומות הסגולה , המיוחדים והמשותפים."
paris_934,139a24-139b11,"1המאמר במקומות הגדרים הנזכרים במאמר השישי . 2ונאמר שהתנאים הנבחנים באמתת הגדרים, חמשה. 3אחד מהם, שיהיה הגדר נמצא לנגדר, ר""ל צודק על כלו, ואם לא יהיה גדר. 4במדרגת מי שגדר האדם שהוא בעל חיים בלתי מת, קדמון. 5והשני, שיהיה הסוג בלתי לקוח בגדר, מחובר אליו ההבדל. 6כי כאשר לא יונח הנגדר בסוג, לא יגדר. 7כמו מי שיגדר האדם, שהוא אפשר לו שיזרע ויקצור. 8והשלישי, שיהיה הגדר שוה לנגדר. 9כי הגדר כאשר לא יהיה שוה, הנה אינו גדר. 10וזה כאשר היה אם יותר כולל ממנו, במדרגת מי שגדר האדם בשהוא חי בעל שני רגלים ואם ייותר פורט במדרגת מי שגדרו בשהוא חי ימכור המלח. 11והרביעי, שהיה כבר יבאו באלו השלושה דברים בגדר , אלא שהוא עם זה, לא יגדור ולא יבא בעניין מהו הדבר. 12והחמישי , שיבא בגדר , אלא שהוא לא יבא בו על נכון, אבל מה שיבא בו, חסר מהכמות.
1ואולם התנאי הראשון, הנה המקומות אשר יקח מהם או יבטל, הנה הם מקומות המציאות המשולח ר""ל מקומות המקרה ואולם התנאי השני הנה המקומות אשר יקיים מהם או יבטל הם מקומות הסוג בעצמם. 2ואולם התנאי השלישי, הנה מקומותיו הם מקומות הסגולה . 3ואשר הדבור בהם בזה המאמר, אמנם הם מקומות השני תנאים הנשארים, ר""ל אם הטיב הנותן הנגדר או לא הטיב, ואם מה שבאנו , גדר, או לא גדר."
paris_934,139b11-17,"1ונתחיל תחלה במקומות אשר יעמוד מהם, על שהוא אם עשה הגדר נכון, אם לא. 2כי העמידה על אילו , יותר קל מהעמידה על אותם. 3וראוי שתדע שרוע הגדר וגנותו, יהיה משני פנים. 4אם מצדינו , וכאשר היתה המליצה ממנו, עמוקה בלתי נגלית, ואם מפני הגדר בעצמו, וזה יהיה מפני תוספת בגדר, יהיה יתרון וכפל. 5וכבר יחשב שהוא ישיגהו זה מצד החסרון. 6אלא שארסטו יחלוק תחלה אל שתי אלו החלוקות. 7והעניין בזה הגדר, כעניין בדברים המורגשים, כי כמו שהדברים מורגשים , ממנה יראה הגנות בהם, אם מפני חולשת ראותנו, ואם מפני שהם מגונים בעצמם בזה העניין בכאן."
paris_934,139b18-32,"1אמר ותחלת המקומות הלקוחים מעומק המליצה, שיהיו חלקי הגדר, כלם או אחד מהם, תלקח ההוראה עליהם בשם משותף, או שמות משותפים. 2כמו מי שגדר הבריאות בשהוא שווי החום והקור. 3וזה שהשווי יאמר על עניינים רבים, הנה הוא כאשר יבא בגדר על זה התאר , איפשר שלא יתבאר העניין אשר כאן בגדרו. 4ואפשר שיסתור בו השומע, בשהוא לא יצדק עליו השם, על כל מה שיצדק עליו הגדר. 5ואם באר אשר יגדור העניין אשר יכוין אותו, ויפרשהו, הנה כבר הטיב."
paris_934,139b32-140a18,"1והמקום השני, שיהיה הגדר, או חלק ממנו, יורו עליו בשם מושאל. 2כמו מי שישים הנה ההיולי , האומנת, וישים סוג היראת חאט, ההסכמה וההאותות. 3וזה שהאומות אמנם היא באמת האשה המגדלת, וההסכמה אמנם שרשה, בנעימות הקול. 4וכזה גם כן כאשר תמורת השם הנפרד , מאמר מורכב ממקרה הדבר, בלתי נעשים. 5כמו מי שיעשה תמורת העין הנסתרת בעפעפיה. 6וזה, שמה שלא ירוץ בו המנהג, הנה הוא בלתי מבואר. 7והשמות המושאלים, מהם מה לקוחים מעניינים דומים בדברים אשר הושאלו להם, ומהם מה שהם לקוחים מדברים בלתי דומים, אלא בניין רחוק. 8ואלו יותר עמוקים בהוראה. 9והגדרים הנופלים בהם אלו השמות , הם גדרים רעים ונעלמים. 10כמו מי ששם סוג התורה, שהוא מדה ושעור."
paris_934,140a19-23,"1ומקום שלישי , אם היה הנגדר, לו הפך, הנה ראוי גדר הפכו מבואר מגדרו, ואם לא כבר הניח הגדר הנחה עמוקה. 2דמיון זה, מי שגדר החכמה שהיא קניין , מוציא הדברים והמזיקים. 3וזה, שגדר הסכלות, כבר יובן וישוער מזה הגדר. 4ובכלל כאשר לא באר מהגדר, הדבר המכוון הגדרתו, לא יהיה גדר טוב. 5וזה, שאשר יבאר בגדר עמוק בשלא יורה הוראה נגלית על הדבר המכוון הגדרתו פעולתו מי שיצייר צורות רעות התמונות והתבוננות עד שלא ידע בעצם אותם הצורות והרשמים צורות הדברים אשר יחוקו בהם, אלא אם לא יכתוב על כל צורה שם הדבר אשר נתחקה בו. 6וכמו שזה מפעל המצייר, גנות, כזה העניין במי שיניח הגדרים בזה הצד. 7ואלו ודומיהם , הם אשר יהיה המאמר עמוק."
paris_934,140a24-32,"1אולם הלקוחים מהתוספת בגדר, הנה אלו גם כן יחלקו אל ארבעה מקומות. 2אחד מהם, שיתוסף בגדר, מה שיהיה בו יותר כולל , וזה על שני פנים. 3אחד מהם שיתוסף מה שהוא כולל לכל הנמצאות. 4כמו מי שגדר האדם שהוא חי מדבר, בעל שלשה רחקים. 5כי אמרנו בעל שלושה רחקים , דבר נמצא לכל הגשמים. 6והשני, שיתוסף כי מה שהוא כולל לכל המינים המשותפים לו בסוג. 7 כמו מי שיגדר האדם, בשהוא חי מדבר מתנשם. 8ועניין זה המקום, מבואר בעצמו. 9וזה, שהסוג אמנם בא בו בגדר, כדי שיבדיל הנגדר מאה שהוא יותר כולל הסוג וההבדל אותם הובא בגדר כדי שיבדיל הנגדר מן הסוג , וכאשר הוסיף הגדר , אחת משתי אילו התוספות, בטל בראשון מהם, תועלת הסוג, ובשני תועלת ההבדל."
paris_934,140a33-140b15,"1והמקום השני , שיתוסף בגדר, מה שהוא שוה לנגדר , אבל הוא מותר, לא יצטרך אליו. 2כמו מי שגדר האדם, בשהוא חי מדבר מקבל החכמה כי אמרנו מקבל החכמה מותר לא יצטרך אליו ויותר מה שיראה זה מפני שהתוספת לא יצדק עם הבדל הלקוח , כאשר יתואר הסוג בו, על צד מה שיתואר הסוג בהבדל, ר""ל על צד הייחוד , אבל כאשר לוקח מיוחד בעצמו, היה מספיק. 3כמו מי שגדר הבלגם, בשהוא הלחות הבלתי מעוכל לא יצדק על זה שהוא ראשון לפי שהוא אין לחות בגוף בלתי מעוכל אלא אחת , והיא הבלגם, ואם נפל מזה הגדר, בלתי מעוכל, אפשר שתהיה הראשון בלתי מעוכל אפשר שתהיה הראשון הבדל כי בגוף ליחיות רבות, מתולדות מהמזון , תחלתם הבלגם, ואם נפל הראשון, יבא אמרנו בלתי מעוכל, מספיק בזה הגדר."
paris_934,140b10,"1והמקום השלישי, שתהיה התוספת, תשים הנגדר יותר מיוחד. 2כמו מי שיגדר האדם בשהוא חי מדבר, לבן."
paris_934,140b25-141a22,"1והמקום הרביעי, שישנה בגדר העניין בעצמו, וזה על שני פנים. 2אם שישנה אותו במילה רודפת. 3כי השנותו במלה אחת בעצמה, לא ישיגהו טעות , אם יניחהו. 4דמיון זה, מי שגדר התאוה בשהיא התשוקה אל התענוג. 5ואם שיהיה העניין חלקי , נכלל בעניין כללי , ויביא החלקי. 6כי זה יכלול מההפסד, שני דברים. 7אחד מהם, שיכפול העניין האחד שני פעמים. 8והשני, שישים הגדר, יותר מיוחד מהנגדר. 9ודמיון זה מי שגדר הנהגת המדינה בשהיא קניין , יניח העניינים הנאים בטבע, והישרים וזולתם.
1הנה אלו הדברים אשר מנה אותם אריסטו , בעמידה על תוספת הגדרים, והוא מבואר שהדבר בהם כן. 2כי התוספת בגדר, ידמה האצבע השישי ביד, וכמו שהיד תהיה בו מגונה, כזה הגדר. 3וכבר איפשר שתמנה התוספת אשר תשום הגדר יותר פורט ויותר כולל, במקומות אשר נעמוד עד שלא נגדר."
paris_934,141a26-141b22,"1ותמסטיוס ימניהו ויתניהו במקומות רוע הגדר. 2ויסבול שני העניינים יחד. 3וזה המקום שראוי שיעשה הגדר מדברים הם יותר ידועים במוחלט ואותם הדברים הם הקודמים על הגדר אשר הם ידועים אצל הטבע, ויותר ידועים אצלינו . 4וזה, שהיותר ידוע, יאמר על שני פנים. 5אם יותר ידוע במוחלט, או יותר ידוע אצלינו במדריגת מה שעליו העניין ביסודות והמורכבות שיתרכבו מהם כי המורכבים, יותר ידועים להמון, מהפשוטים אשר מהם יורכבו והעניין אצל הטבע, בהפך זה. 6ולזה יאמר ארסטו שהיותר ידוע במוחלט, אומנם ידמה שימצא לאנשים הנמצאים, אנשים במוחלט, והם המשובחים. כמו שהיותר בריא במוחלט, אמנם ימצא בבניין הטוב במוחלט."
paris_934,142a16,"1ואמנם היה מחוייב שיעשו הדברים מהדברים אשר הם יותר ידועים במוחלט, והם העניינים אשר יתקבצו שני דברים יחד אחד מהם, שיהיו עניינים קודמים לנגדר במציאות. 2והשני, שיהיו יותר ידועים אצלינו . 3לפי שהגדרים אמנם יכוון בהם ידיעת הדבר במה הוא , וזה לא באיזה דבר הזדמן, אבל בדברים אשר בם קיומו ומהותו, כעניין במופתים המוחלטים. 4כי המופתים המוחלטים הנגדרים בכח, כמו שנאמר בספר המופת. 5ואמנם יחוברו כי הגדרים מסוגים והבדלים. 6כי ההבדל והסוג, שני מינים, קודמים על המין הנגדר, ובהם קיומו. 7והעניינים אשר בם קיום הדבר, הם אחדים בעצמם, אחר שהיה בם הוית הדבר הנגדר, אחת. 8ואילו היו הגדרים, יחוברו מהגדרים היותר ידועים אצלינו לבד, והם הדברים המתאחרים, היה אפשר שיהיה לדבר גדרים רבים. 9גם אפשר שיהיה גדר הדבר אשר אנשים, מה שזולת גדרו אצל אחרים. 10כי העניינים בידועים איצלינו הם בלתי ידועים אצל אחרים. 11אבל אולי היה איפשר שיהיה גדר הדבר האחד בעצמו, אצל אדם בעצמו, בשנים מה זולתו בשנים אחרים. 12כי העניינים הידועים בזמן הבחרות, בלתי הידועים בזמן השיבה. 13משל זה, שהמוחשות יותר ידועים אצל הנערים, והמוחשות הכוללות, יותר ידועות אצל הישישים. 14וראוי שלא יעלם ממנו הנה, מה שנאמר בספר המופת, שזה המין מן הגדרים , אמנם ידרש בדברים המורכבים. 15אמנם הפשוטים אשר הם סבות העניינים המורכבים, הנה אי איפשר זה בם. 16הנה אם כן הרוע בגדרים. 17אומנם יושג בגדר הדברים המורכבים."
paris_934,142a17-142b19,"1וזה המקום יחלק אל מקומות שלשה . 2וזה בהחלק הדברים אשר אינם קודמים על הדבר. 3אחד מהם, שיוקח בגדר הדבר, הדברים המתאחרים ממנו. 4כמו מי שגדר בשהוא אשר יקנה הפעלות והמלאכות, ויתחבר קצתו עם קצתו. 5והשני, שיגדור הדבר בעניינים שהם והוא נמצאים יחד בטבע. 6כמו מי שיגדר במקבילו , כמו מי שיגדר הרע בשהוא הדבר אשר איננו טוב. 7וראוי מן המקבילות בזה המקום, המצטרפים. 8כי הם מבין המקבילות, אי איפשר שיגדר אחד מהם, אלא בלקיחת האחר בו. 9ומזה המקום שנקח בגדר החולק חולק , במדרגת מי שיגדר הזוג, בשהוא יוסיף על הנפרד באחד. 10וממנו שנקח בגדר הדבר בעצמו, והוא אשר יודע במערכה. 11וזה יהיה בשנעשה הדברים אשר בהם אחד. 12לפי שנעשת הדבר האחד בעצמו, נכפל במלה אחת בעצמה, לא יגיע העזות אל המטעה שיעשה. 13ואלו השמות יכללו קצתם ענייני קצם , אם על צד מה שיכלול הדבר סבותיו והכל חלקיו, ואם על צד מה שיכלול החלק כלו. 14הנה משל העשות, אשר כחם אחד אצל מצד כללות הדבר האחד, סבותיו, מאמר מי שיגדר השמש, בשהוא רוכב יראה ביום. כי אשר לא ידע השמש, לא ידע היום, אחר שהיום אמנם הוא עליית השמש על הארץ, הנה שם היום, יכלול השמש שהוא סבתו היותר ידועה. 15הנה מי שיודע ביום , הוא כאלו ידע הדבר בעצמו מצד שהיום אמנם הוא ידוע בשמש. 16ומשל הכללות הכל, בשם החלק, כמו מי שגדר הזוג בשהוא מספר, יחלק אל שנים. 17וזה, שהשנים הוא מין ממיני הזוג, והוא יכלול ענייני הזוגיות , וכאלו הוא גדר הזוג בשהוא מספר, יחלק בזוג. 18וכמו מי שגדר האחד, בשהוא התחלת המספר איננו דבר, בלתי הרכבת האחדים. 19וכאילו הוא אומר שהאחד התחלת הרבוי המורכב מהאחדים.
1ואלו המקומות אמנם יקרו כאשר היה הבלתי קודם במציאות, יותר קודם בידיעה. 2ואלו השלשה מקומות, הם לקוחים מאשר הגדר מהדברים אשר הם יותר ידועים ויותר קודמים. 3וכבר אמרנו שיכנס ברוע הגדרים, מצד הגדרים , ויכנס כשהנגדר לא יגדר, ולא הביא במה הוא הדבר. 4וזה, שמי שגדר מהעניינים המתאחרים, אמנם הביא בסגולה , וכאשר נשא הדבר על שהוא סגולה , הנה איננו גדר."
paris_934,140b20-23,"1וראוי שתדע, שהמקומות הלקוחים מאשר הגדר איננו גדר, מהם מקומות לקוחים מאשר הסוגים איננו סוג, לא מצד מה שהוא סוג לקוח בגדר. 2ומהם מקומות לקוחים מההבדלים, ומהם מקומות לקוחים מהגדרים בכללם. 3ואלו מהם מקומות לקוחים בגדרי מאמר ממאמר מהמאמרות הי'. 4ומהם מקומות לקוחים בגדרי ההעדר ומהם מקומות לצד גדרי המורכבים ומהם מקומות כוללים לצד המאמרות ומהם מקומות לצד גדר הדברים אשר יורו עליהם בשמות מורכבים . 5ואנחנו נמנה אלו המקומות כפי זה הסידור , ובזה החלוקה. 6כי זה כבר עשאו תמסטיוס , ולפניו תפרסטוס, ואם היה בזה מתחלף ללמוד ארסטו בסדורו. 7כי זה ידמה שיהיה יותר מלאכותיי , ויותר עוזר על השמירה וההגעה."
paris_934, 142b23,"1ונתחיל מהמקומות הלקוחים מהסוג. 2המקום הראשון , שלא נזכור הסוג בגדר, ולא נניחהו תחלה. 3כמו מי שיגדור הגשם, בשהוא יש לו שלשה רחקים , אף האדם אשר ייטיב לחשוב. 4כי שני אלו הגדרים, יחסר מהם הנחת הסוג תחלה. 5וזהו הלקוח בגדר הגשם הנושא לרחקים השלשה. 6כמו שנגדר האדם אשר יתואר בשהוא אשר ייטיב לחשוב. 7והוא גלוי שהדחיה אשר תהיה לצד סדור הסוג, בלתי דחיה לצד הסוג עצמו."
paris_934,143a15-27,"1המקום השני, שלא יביא בסוג הקרוב בנגדר , אבל בסוג הרחוק , במדרגת מי שגדר היושר בשהוא קניין פועל להשוואה , או נושא האמת. 2וזה, שזה הגדר, אמנם נשלם בו הסוג הוא הרחוק, והוא הקניין , מין ממיני האיכות, לא סוג היות קרוב , אשר הוא החשיבות. 3ומבואר שהגדר אשר בזה התאר, חסר. 4לפי שכאשר לא יבא בסוג הקרוב , הנה לא יישיר מהות הדבר, אשר הוא הסוג. 5אמנם כאשר הביא הסוג הקרוב, הנה כבר הביא הסוג הרחוק, אבל לכל הסוגים אשר עליו. 6ויחוייב תחלה לאשר יגדר , אם שיביא בסוג הקרוב, או יביא בהבדל הסוג הרחוק, או הבדיל הסוגים הרחוקים, אם היה בין הסוג הרחוק אשר גדרו בגדר, והסוג הקרוב, יותר מסוג אחד. 7משל זה, שמי שלקח בגדר האדם, הגשם, יהיה ראוי שיאמר, גשם, נזון, מרגיש. 8כי לשני אלו ההבדלים עם הגשם, יעמדו מקום החי, אשר הוא הסוג הקרוב. 9ומבואר שהדחיות אשר יהיו מפני רוחק הסוג או קרובו או סדורו , בלתי הדחיה אשר תהיה מפני הסוג המוחלט. 10ולזה לא תהיה זאת הדחייה נכנסת תחת מקומות הסוג במוחלט כמו שיאמר תפרסטוס. 11ויחלוק על ארסטו, בכפלו מקומות הסוג, הנה."
paris_934,143a13-14,"1והמקום השלישי הוא , שלא יהיה בגדר, סוג הדבר המתיחס העצמי. 2וזה הדבר יחקור ממנו מעניין הסוג, מהמקומות אשר קדמו מחקירה מהסוג. 3אבל זאת החקירה ממנו, כאלו היא מיוחדת בזה המקום. 4כי הדחייה בשהוא איננו איננו מתיחס בלתי הדחיה בשהוא איננו סוג."
paris_934,"143a35-143b-15,144a20-25","1ואמנם המקומות הלקוחים מההבדלים , יסודיהם שלשה. 2אחד מהם, שיהיה ההבדל נשוא מדרך איזה דבר הוא. 3והשני, שיהיה הבדל, לו מקביל אחד הוא או יותר ממקביל אחד, בהםבם יחלק הסוג חלוקה ראשונה. 4במדרגת מה שיחלק החי, להולך, ולמעופף, ולשח. 5ויהיה כל אחד מהם כאשר יחובר לסוג, יחדש מין. 6ומתנאי המקביל להבדל, שלא יהיה מקביל על צד השוללות המוחלט. 7לפי שהשוללת לפי שהשוללות כאשר יחובר אל הסוג, לא יחדש מין, אלא אם יהיה השוללות , כחו כח ההעדר. 8והשלישי, שלא יהיה ההבדל ממה שבמקרה כולו מי שיגדר הסוס, שהוא בעל חיים הרץ. 9הנה אלו השלשה מקומות, כאשר נסתכל עניינם נמצא שאר המקומות אשר זכרם בהבדל, חוזרים אליהם."
paris_934,144a5-7,"1ומהם מקום ראשון, שיהיה לקיחת המין על שהוא הבדל. 2במדרגת מי שגדר ההקלאה, בשהוא קללה בבוז. 3וזה שהבוז , אין ממיני הקללה."
paris_934,144a8-9,"1ומהם מקום שני , שיהיה לקיחת הסוג על שהוא הבדל. 2במדרגת מי שגדר הקול בשהוא אויר עם דפיקה. 3כי הדפיקה הוא סוג הקול. 4וטעות זה המקום ."
paris_934,144a27-30,"1שהסוג ינשא על יותר ממה שינשא עליו ההבדל, ולא ינשא ההבדל, הנה אם כן מדרך איזה דבר הוא."
