manuscript,bekker,text
stpetersburg1_416,161b19-33,"1וארסטו יראה מחמשה פנים. 2 , שיהיה המאמר בלתי מוליד כלל, או כוזבות . 3משל זה, מאמר אם היה הנמצא , הנה לו , אלא שהוא לא יתהוה, הנה אין . 4הנה הנמצא , אחד. 5כי זה כלו עם הפסד התמונה, בשקרות הקדמותיו. 6 ، שיהיה המאמר בלתי מוליד הדרוש, אבל יוליד , ותהיינה הקדמותיו עם זה, או . 7כמו מאמר , כל מה , ומה איננו דבר, אחד. 8 ، שיהיה ההקש אמנם ישלם , הוסיפם מעצמו, או חסרם, עם זה מגונות, או . 9 שתהיינה בפחות פרסום מהתולדה, מגונות. 10 , שתהיינה , צודקות, והם מעטות השבח. 11אלא צריכות אל זמן ארוך מזמן ביאור הדרוש. 12וזה כאשר אפשר שיהיה לזה יותר מבוארות מהן. 13ואלו החמשה פנים מהדחייה, אמנם ישיגו השואל כאשר היה הוא הסבה בם."
stpetersburg1_416,162a35-162b2,"1והמאמר המלאכה, כפי מה מחובר בתכלית הפרסום. 2וכבר המשיב, ותהיה תמונתו, תמונה מולידה בעצם, וראשונה למכוון הולידו. 3 שיהיה מחובר בפרסום ובשבח, וקבלם המשיב, והיו מולידות הדרוש הראשון בעצם. 4 מחובר , קצתם יקבלם , וקצתם יביאם . 5אלא ."
stpetersburg1_416,162b3-25,"1ונאמר, שהמאמרים הכוזבים בזאת המלאכה, ונרצה , ארבעה מינים. 2 , שיהיה המאמר מוליד במחשבה, מבלתי שיהיה כן באמת. 3כמו שיהיה משתי בתמונה השנית. 4 שיאמר אפלטון, החכם , והגבור גבור. 5, שיהיה מוליד, אבל בלתי הדרוש. 6וההפרש בין שני אלו ואשר נמנו בתפישה, שאותם הותנה בם עם זה, שתהיינה מגונות, או מגונות וכוזבות יחד. 7 שיהיה , בעצם וראשונה, אלא אינם על אשר תחייבהו המלאכה. 8כמו שיהיה הביאור , בהקדמות אינם , אבל ממלאכה אחרת. 9 מי שבאר , קשות ההבראה, מפני יותר רחבה מכל תמונה ישרת הקוים . 10 שיהיה מוליד הדרוש בעצם , אבל הקדמותיו כוזבות, כלם ואם קצתם. 11וזה הנפסדים בכל , ובפרט בזאת . 12וזה, שכבר יכריח לעשות ההקדמות הכוזבות, כאשר הזדמן שלא ימצא לזה, הדרוש, הקדמות מפורסמות, אלא כוזבות. 13וכבר יעשה במופת, אשר אחת מהקדמותיו כוזבות, וזה-, שהתבאר."
stpetersburg1_416,162b25-30,"1ואם היה זה כן, הנה הבחינה אשר יבחנו ההקשים , מינים. הבחינה הראשונה, אם הוא . 2וזאת הבחינה . 3האחת, אם הוא מוליד, אם יוליד הדרוש או זולתו. ואם יוליד הדרוש, יולידהו בעצם, במקרה, ואם זה או שכל המינים , יצדק עליו בצד מה, בלתי מוליד, ושיולידהו , ושיולידהו בעצם. 4וכבר דובר בזה בספר . 5הנה זאת מינים . 6הבחינה השנית אל התולדה ונסתכל בה, ואם היתה כוזבת, ידענו ההקש, בהכרח . 7ואם היתה צודקת, אפשר שתהיינה הקדמות , . 8כי האמת כבר מהכזב, כמו שהתבאר בספר שנסתכל הקדמות , ואם היו כוזבות, יבטל ואם היו . 9הבחינה השלישית, , אם נעשות , עד שתהיינה בנצוח נצוחיות, , אל שאר זה, ממה שדרכו שיותנה אותה . 10ומבואר שזאת הבחינה תכלול כל מיני
1 הפסד. 2ואולי ידחה בו המשיב, השואל, וזה , ואם הטעאה, והוא ההפסד אשר מערכה. 3וזה על שני פנים, אם באמת ואם במפורסם. 4ושני מינים ירוחקו בזאת . 5ואמנם במלאכת המופת, הנה האמתי לבד."
stpetersburg1_416,162b31-33,"1אמר, וכבר במערכה אשר באמת, על הדרוש עצמו ועל מקבילו, בספר . 2ואמנם הנה יאמר במערכה אשר כפי המחשבה המשובחת."
stpetersburg1_416,162b34-163a13,"1אמר והמערכה בכלל, תהיה על . 2הראשון והיותר , תמורת הנשוא או הנושא בדרוש, שם , או תמורת השם, מאמר מקום . 3 , בשיניח תמורת הדבר החלקי, הכולל המקיף . 4כמו שירצה לבאר שידיעת ההפכים אחת, שידיעת המקבילות אחת. 5 , שיניח תמורת הדבר המכוון חלקיו. 6 בשיניח תמורת , חלקיו. 7כמו הרפואה ידיעת הבריאות והחולי, ויבאר שהיא ידיעת , ובפני עצמו, שהיא ידיעת הבריאות. 8, שיבאר הדבר במתחייב ממנו. 9כמו שירצה לבאר, שהקוטר בלתי משותף , ויבאר הפכו, והוא שהצלע בלתי משותף ."
stpetersburg1_416,163a14-28,"1 המערכה על מקביל הדרוש, אלו בעצמם. 2אלא שהיו המקבילות שלשה, והשוללת וההעדר , והיו אלו החמשה , בכל אחד , מיני המערכה על מקביל הדרוש, חמשה עשר. 3וההפרש בין על מקביל , שכאשר על עצמו, נראה התולדה. 4וזה, שאנו נמצאה בעצמה, אחת הקדמות . 5ואמנם ערכנו על מקביל הדרוש, הנה הטעות יראה לנו משתי הקדמותיו אשר מהן , חוברה אל סותר הדרוש עצמו. 6והמין באמת, מערכה הדרוש, יהיה תמורת השם, גדר. 7והארבעה הנשארים, הם מערכה במחשבה, באמת. 8 מהם, חפוש. 9 , אבל .
1 במה השואל. 2ואשר נשאר המאמר בו, הוא מה שיכללם יחד, ר""ל השואל והמשיב. 3ואלו הצואות מועילות דברים. 4 הכח המאמר, בהנחה האחת . 5והשני, לכח המהירות במלאכת ההקש, השאלה, ואם עם הסתירה. 6והשלישי אשר מדרכו שיפעל אלו הפעולות. 7וזה הכח יהיה לאדם בעל מלאכת הנצוח."
stpetersburg1_416,163a29-36,"1אמר, שירגיל האדם , וזה כבר בשני הראשונה. 2והוא, שנקח מקביל התולדה, , ויוליד בזה סותר ההקדמה השנית. 3ותועלת למשיב, שהוא כבר מהם השואל. 4וזה כאשר בשאלה, יחד. 5וכבר יקבל תועלת השואל בזה , בשיבטל ההנחה על דרך החלוף. 6ובזה , יוכל האדם להביא על . 7וזה, שאנו, פעם נקח סותר התולדה, כל אחד , פעם אל הקטנה, אל הגדולה, ונחדש הקשים. 8ואמנם כאשר לקחנו מקביל התולדה, וחברנו אליו אחת משתי ההקדמות, שתעלה ההקדמה . 9לפי שההקדמות כאשר נמצאו, התולדה, וכאשר התולדה, יעלו, שתי , ואם אחת מהן. 10וזה מבואר ממה שנאמר בקודם ובנמשך, התנאי."
stpetersburg1_416,163a37-163b3,"1ומהם שיהיה האדם, כבר קדם בכל הנחה אשר יבטלה, וכאשר בו הקדמותיו. 2כי האדם, כאשר הקדים בדרוש דרוש, ועיין בו, עם עצמו, ואם עם זולתו, היה בו צד בידיעת , ואם על צד התשובה, הנה בידיעת הקדמותיו."
stpetersburg1_416,163b4-7,"1 בעצמה, יקיימה, . 2 יקיש שני , , , רבת הפרסום, ואיזו מעטת הפרסום. 3ואם , ידע אשר יבטל זה המונח. 4ואולי יערב ההקדמות אשר , עם השאלה בזה מן המשיב. 5ואם היה בהקדמות אשר , וישמר ."
stpetersburg1_416,163b8-16,"1אמר ארסטו, וזה הכח איננו קטן. 2וזה, שהוא לאדם , היכולת על השאלה והתשובה. 3ואמנם האיש המופתי, יקבל תועלת בם משני צדדים. 4אחד מהם, כי כאשר היו על מונח מהם יקיים לו, והאחר מבטל, הנה לא שני ההקשים, מאשר יהיה צודק, כוזב, או יהיו שניהם צודקים יחד, אבל צדדים מתחלפים. 5ואם היה אחד מהם כוזב, והאחר צודק, אל הצודק. 6ואם היו שניהם , יחד, משני צדדים, יקל עליו להכיר אשר בו כל אחד מהם, והצד אשר בו כזב. 7וזה , הוא מדרך והכחות . 8ואלו הם אשר מדרכם אהבת הדבר המשובח, המקבילים. 9לפי אדם בזה, על . 10מהם מי שיבחר לעולם מכל שני , החכמים, ומהם מי שישוו אצלם הדברים המשובחים והרעים, ואלו הם הנצוחיים בטבע. 11ומהם מי שיאהב משני המקבילים, היותר , ואלו הם בטבע."
stpetersburg1_416,163b17-19,"1ומהם אצל בעלי זאת המלאכה, מוכנים בשאלות אשר יקשה הדבור בם בקיום . 2ואלו השאלות, שלשה מינים. 3אחד מהם, שיהיה ההמון, בו, בו לקצת, מבלתי שיהיה לרוב ההמון, נטיה לאחד משני המקבילים. 4כמו אמרנו, אם עם הסבלנות, יותר נבחר . 5והמין השני הוא, שתהיה נטיית ההמון אל אחד משני המקבילים בו, יותר. 6כמו אמרנו ההעדר החשיבות, יותר נבחר עם החשיבות. 7והמין השלישי, הם הדברים אשר ישיג האדם בם, הגנות אצל ההמון, באיזה המקבילים ישיב בם. 8כמו אמרנו איזה יותר ראוי האדם, אם המלמד . 9ואמנם צוה בכמו השאלות, שיהיו אצל , מוכנים אצלו . 10לפי שאשר אין סברא, יקשה בו . 11וכמו כן אשר ההמון בו, אל מקבילו יותר נוטה. 12ויותר מזה מאיזה משני המקבילים ישיב מהם המשיב. 13כמו להאמין, האבות, או התורה."
stpetersburg1_416,163b20-22,"1ומהם שישמרו גדרי הדברים, אשר מדרגתם , ההתחלות והשרשים. 2כמו גדר והצורה, בחכמה . 3וגדר הטוב והרע, בחכמה המעשית. 4והנקודה והקו והשטח והגשם, בתשבורת. 5ואשר ראוי שיהיה אצלו מגדרי אלו הדברים, הם הגדרים המפורסמים."
stpetersburg1_416,163b22-33,"1ומהם שיהיו המקומות אשר קדמו הקודמים, אצלו. 2ובפרט המקומות אשר הדבר, או במוחלט. 3 ראוי הדברים אשר , מרוצת השרשים והיסודות וההתחלות, לשאר מה שיקנה מהם במלאכה מלאכה. 4כי כמו שבעל המספר, אמנם יגיע המספרים, קצתם , כאשר תחילה, וידע המספרים הראשונים, והוא אשר בשער ההכאה, כן בבעל מלאכת הנצוח. 5אמנם תבא בכל מה שירצהו, כאשר היו אצלו ההקדמות והסדורים אשר מדרכם במונח מונח, איזה מונח היה מוכן. 6וראוי להקפיד המכוונים החלקיים, כי הכוללים אשר בתכלית הכללות, לא מהם , אבל אם תודרך מהם המחשבה אל החלקי, הוא במין מהמקרה. 7וכאלו הוא אמנם נלך אליו, לא בדרך באיזה דבר . 8משל זה, שאין ראוי זאת ההנחה. 9והוא, שכל היו מתחלפים, ונמצא אחד מהם , הנה ימצא , שכאשר היו אחד משני המקבילים, ימצא לו מה, הוא המקביל , ימצא לו מקביל הראשון. 10כי במקבילים יזכרו ההפכים ומיניהם. 11ואפשר לנו מהם, על הדרושים החלקיים אשר תחתיהם, בקלות ."
stpetersburg1_416,163b34-164a12,"1 המאמרים הרבים, , אותם אל הכולל אשר יכללם המאמר האחד, מאמרים רבים, אל החלקיות אשר תחתיו. 2כי כשהיינו , תועלת בתשומת המאמרים הרבים, מאמר אחד, מה שנרצה ממנו. 3וכאשר היינו , קבלנו תועלת בהשים המאמר האחד, כשנשאלהו רבים. 4ואם מצאנו מה , נקבלהו, , קבלנוהו. 5וראוי שנשען כולל, , ר""ל המאמרים הרבים, מאמר אחד. 6כי בזה יהיה על המשיב, חזק ההעלם, וזה בחלוף בכוללות אשר אצלו מוכנות לעשיית ההקשים. 7כי כבר יהיה מהמאמרים הכוללים, מה שיקשה על המשיב שיתחייב ממנו מהתולדות. 8משל זה, שיקבל שידיעת הדברים אשר בתכלית הרבוי, אינה אחת. 9כי כאשר קבל זה, קבלו במצטרפים, ובהפכים, ובדברים . 10ולזה ראוי למשיב שיפעל הפך מה שיפעלהו השואל, ויברח מקבלת המאמרים הכוללים שאפשר לו."
stpetersburg1_416,164a13-18,"1ומהם עם אשר ימעט בזאת , או בם חסרון ביצירתם החפוש, ועם המורגלים מאד, המאמרים הכוללים. 2כי לאלו המאמרים, עד שהם אל המוחשות. 3כמו אשר התנועה, ומאמרי אשר הרבוי. 4כמו שהמין הנעדר ההרגל, יותר מקשיב . 5הנה ראוי ההקדמות מספרי בעלי החפוש. 6וההקדמות הכוללות, ."
stpetersburg1_416,164a18-164b7,"1אמר: באלו הדברים לנו לעשות כל פעולות זאת המלאכה, על היותר שלם שבפנים. 2וזה, זאת המלאכה אם הקש, ואם , ואם טענה, ואם סתירה, ואם השאלה, אם הוא ישר או בלתי ישר, ואם היה אלו התכונות, מה הסבה בזה. 3וכבר בתנאים, אשר בם יהיו אלו על היותר שלם . 4וזה הוא השואל, בבטול ההנחה, כאשר ישתדל לקיים ההנחה. 5כי כבר ישתדל בזה המשיב, בקצת המקומות. 6אבל ארסטו, על הראשונה, ההנחה לבד, קיומה. 7הנה הביא המשיב , בקיום ההנחה, הנה אז יהיה השואל, הסתירה , והסתירה השואל, השאלה והתשובה, הנה כבר שבו יהיה זה , אמנם אלו . 8ובאלו יגיע ההרגל. הנה ההקש והטענה, אמנם בכח על נתינת הדבר ההרבה, . 9והסתירה , אמנם האחד, רבים. 10וזה שפעל והטענה, אמנם יזדמן לו במציאות ההקדמה הכוללת, . 11וזה אלא בדרך ההרכבה ונתינת החלקיות, . 12משל זה, כאשר רצינו לבאר שני הפכים, אחת, והסתירה, אמנם ההקדמה אשר יחתור אל חלקיותה, עד על בטולה. 13וזה מבואר מאשר הוא מחובר ."
stpetersburg1_416,164b8,"1אמר ארסטו, ראוי ."
stpetersburg1_416,164b8-18,"1 עם כל מי שהזדמן , שיהיו המאמרים עמם פחותים, ויגיע בהבנתם קנין , . 2ואם הזדמן למי שיחתור ההתגברות והרשע, והם , הנה מן היושר עמהם איזה מינים מהמאמרים הזדמנו. 3כי זה יותר ראשון שהאיש אשר ראוי זה המין, כל מה שאפשר לו. 4וראוי שיהיה מוכן אצלו, כאשר יוכרח להליץ בזה המין אשר בתכלית הכללות. 5כי בכמו אלו ההקדמות נגיע אל תגבורת זה המין, למיעוט מורגש, במה שיהיה נכלל תחתיהם. 6והתגברו באלו הפנים, טוב מאשר יגבר שתוף השם עמו, או זולת זה מהסדורים .
1הנה בכל אשר יכללם זה המאמר, קצר ממה שאפשר לנו, ויותר מבואר. 2והוא סוף מאמרי זה הספר. 3 בריך רחמנא דסייען"
newyork_2486,101a18-21,1אמר: כונת זה הספר הוא ידיעת הסדורים והדברים הכליליים הכללים אשר מהם תחובר מלאכת הנצוח.
newyork_2486,101b5-10,"2ובמה שיהיה יותר שלם, ויותר מעולה. והוא , שזאת המלאכה אמנם תמצא על תכלית שלמותה בשני דברים 3. אחד מהם, ידיעת הדברים והסדורים אשר בהם תחובר, והשני , עשיית אותם הסדורים, וההרגל בהם, עד שישוב העשותם קנין. 4וזה כענין בשאר המלאכות הפועלות, כמלאכת הרפואה וזולתה. 5וזאת המלאכה היא בכלל המלאכה אשר נוכל בה, כאשר היינו שואלים שנעשה מהקדמות מפורסמות, 6הקש על ביטול כל מונח, יקבל עליו המשיב בשמירתו, ועל שמירת כל מונח כללי, ישתדל השואל לבטלו, כאשר היינו משיבים. וזה כפי מה שאפשר במונח מונח. 7כי הוא אין מדרך השואל שיבטל על כל פנים מה שיקבל עליו המשיב שמירתו על כל פנים, אבל דרך כל אחד מהם, 8כאשר הטיבו השאלות והתשובות, שיביאו בתכלית מה שאפשר בזה המונח מן השמירה או הבטול, כענין במלאכת הרפואה. 9כי הנה לא יחויב הרופא לרופא שיבריא על כל פנים. ואמנם אשר לא יחויב לו, שלא יעלם ממנו דבר ממה שתחייביהו המלאכה, 10שיבריא בזה החולי בכל מה שאפשר בו. ובעבור שהיה שם הנצוח אצל ההמון, 11אמנם יורה על מליצות בין שנים, יכוין כל אחד מהם לנצח חברו באיזה מין, הזדמן מן המאמרים, העתיק ארסטו זה השם אל זה הענין , אשר הוא יותר קרוב שבדברים, 12דומה בענין אשר יכוונו יכנו אותו ההמון, והוא הענין אשר גדרנוהו. וכבר יקרא זה הספר, ספר המקומות. ועוד תדע אחר זה, מה הם המקומות.
1ואולם חלקי המלאכה הזאת הנה הם שלשה החלק הא' ההלצות הנצוחיות 2יודיע בו המאמרים אשר יחוברו מהם ההלצות הנצוחיות וחלקיהם, וחלקי חלקיהם, עד יותר פשוט ממה שיורכב ממנו. 3וזה החלק הוא במאמר הראשון מספר ארסטו. 4והחלק השני. 5יודיע בו המקומות אשר מהם יתנו ההקשים בקיום הדבר ובטולו בכל מיני הדרושים בזאת המלאכה וזה הוא בששה מאמרים מספר אריסטו 6והחלק הג' , יודיע בו איך ראוי שישאל השואל, ושישיב המשיב, 7ועל כמה צדדים תהיה התשובה והשאלה, 8וזהו במאמר השמיני מספר הניצוח."
newyork_2486,101a25-30,"1ואולם תועלות זאת המלאכה, הנה הם שלשה. 2אחד מהם, ההרגל . והשני, במחלוקת ההמון. 3והשלישי, בידיעות העיוניות. 4ואולם תועלתה בהרגל המכוון המכין לצד הידיעות, הנה לפי שכאשר היו עמנו סדורים ידועים, ודרכים נכללים ידועים , נלך מהם אל קיום הדבר ובטולו , היה היכולת המתחדש לנו בזאת המלאכה, בהבחנת הדעות והסברות, וידיעת האמת מהם, מן השקר, יותר שלם הפועל, ויותר טוב הכונה , מן הכח המתחדשת לנו בהרגל לבד זולת ידיעת אלו הסדורים. 5ולזה אמנם יגיע השלמות בזאת המלאכה, בשני אלו הדברים, ר""ל ההרגל, וידיעת הסדורים. 6ומבואר שההרגל המכוון בזאת המלאכה, אמנם הוא הכנה אל הפילוסופיא, על צד מה שיהיה ההרגל ברכיבת הסוסים בצחוק, הכנה אל המלחמה."
newyork_2486,101a31-33,"1ואולם תועלתה במחלוקת ההמון, הנה ההכרח המביא בקבוצם על היושר והמעלה , אל האמתה הרבה מן הענינים העיוניים המועילים להם בקבוצים המדיניים. 2ובעבור שהיה הענין כן, והיו הענינים העיוניים, אי אפשר שיפול האמות בהם אליהם אלא בדרכים המפורסמים, והם המאמרים המשתמשים בזאת המלאכה, היה ג""כ מה שיקויים בהם אצלם הענינים העיוניים, הם המאמרים המפורסמים, כי הם יותר קשי הסתירה מהמאמרים ההלציים והשיריים. 3ואם היה , שכבר יעשו הדרכים ההלציים והשיריים בזה המקום תמורת הדרכים הנצוחיים. 4וכבר התבאר זה בחכמה המדינית."
newyork_2486,101a34-36,"1ואולם תועלתה בידיעות העיוניות, הנה זה מפנים. 2אחד מהם, שאנחנו כאשר רצינו שנעמד על האמת בדרוש מה, ויקשה עלינו השגתו, אפשר לנו בזאת המלאכה, שנביא בזה הדרוש, שני הקשים סותרים, אחד מהם יקיימהו, והאחר יבטלהו, וכאשר עשינו זה, אפשר לנו בקלות שנבדיל החלק האמתי אשר באותם שני המאמרים הסותרים, מן הכזב , בשנסדר הקדמות השני ההקשים, בסדורים המופתיים, עד שנבאר העצמותיים מהם, מהמקריים. 3וזה שהקדמות ההקשים הנצוחיים ברוב הענין , אינה כוזבות בכל, ולא צודקות בכל. 4והענין בזה דומה במה שיקרה במלאכות המעשיות. כי המצרף, יבדיל עצם הזהב והכסף, ממה שהוא מעורב בהם משאר העצמים, והצורף הוא אשר יקח זה הנבדל הנקי וירקעהו, ויעשה ממנו מה שירצה 5ואילו יעמוס עליו הצורף שני הענינים יחד, אפשר לו זה אבל יהיה עליו הדבר יותר כבד. 6וזה אמנם יצטרך עליו ביותר, בדברים אשר יתערב בהם מה שבעצמות, במה שבמקרה. וזה אמנם יקרה בחכמה הטבעית, והחכמה האלוהית, והחכמה המדינית, בחלוף הענין בחכמות הלמודיות. 7ולזה מעט מה שנמצא לארסטו , יביא מופת בדבר מאלו החכמות השלשה , אם לא יקדם קודם המופת על זה, ספק נצוחי. 8ומבואר שזאת התועלת בחכמות, זולת תועלת ההרגל. בשזאת היא תועלת בעצמה ואותה באמצעות הכח המגעת מההרגל
1והאופן השני , בעבור שהיו המלאכות העיוניות יוכללו על שלושה דברים, הקדמות, ודרושים, והקשים , והיה מספר אלו הדברים, תחלה וכללותם מצד מה שהם מפורסמים, יותר קל, הנה כאשר הגיעו יותר מוכנים בפועל, יקל להבדיל מה שהונח מהם על שהוא אמת, אם הוא על הצד אשר הונח, אם לא, וזה בסדורים המופתיים . 2וזה כי הוא משרה ג""כ למופת על זה האופן."
newyork_2486,101a37-101b4,"1והאופן השלישי, שאנחנו נקבל תועלת בהקדמות המפורסמות בהתחלות המלאכות, וזה על פנים. 2אחד מהם שיהיו אותם ההתחלות, לא יתבארו אלא בחפוש, ויצטרך אל עשיית החפוש, על הצד אשר נאמר בזאת המלאכה. 3והשני הוא, שפעמים יהיו אותם ההתחלות, ממה שיקשה ציורם על המתחיל בלמוד או האמות בהם בתחלת הענין , ויעשה עמו בנפילת האמות בהם, הדברים המפורסמים, עד שתתחזק סברתו בזה, ויפול לו האמות בה. 4כמו מה שיעשהו ארסטו בספר, פיראמיניאש בחלוקתו הענינים מצד המלות, בחלוקתו אותם אל השם והפועל והמלה. 5והשלישי , שהמין מן ההקדמות אשר יודעו בפתיחות, והם אשר דרכם שיתבארו במלאכה אחרת, זולת המלאכה אשר יונחו בה, וסברת המתלמד בהם, חלוף מה שיונח מהם באותה המלאכה, כבר ימשך בהם, בענינים המפורסמים, שיקבל אותה המתלמד, עד שכאשר התחיל במלאכה אשר יביא מופת בהם, ידעם ידיעה אמתית. 6והרביעי, שבהם ידחו הטעיות המטעים, בהתחלות החכמות. 7כמו שעשה ארסטו במאמר הראשון מן השמע, עם אשר יכחדו ברבוי ומציאות התנועה. 8והחמישי שהוא בעבור שהיו המופתים שני מינים, מין יאמת בו המוסכל בטבע , ומין יאמת בו המבואר בנפשו אצל מי שיכפור אותו. 9וזה אמנם יתבאר בהקדמות המפורסמות בתכלית, והם אשר קרה להם , עם שהיו מפורסמות, שהם צודקות, היו מועילות בזה הענין . 10וזה הצד מן העיון , הוא גדול העיון הנעשה במה שאחר הטבע, בהאמתת התחלות החכמות החלקיות."
newyork_2486,101b14 ,"1הנה כבר דברנו בכונת זאת המלאכה, ובהוראת שמה, ובחלוקותיה, ובתועלתה.
2ונלך אל המאמר בדבר דבר מחלקיה. 3ונתחיל במאמר בחלק הראשון ממנה, ונעיין תחלה מה הם המאמרים הנצוחיים, וממה זה יתחברו, ואיך יתחברו, וכמה מיניהם."
newyork_2486,100a26,"1למוד ג' ונאמר: שהמאמרים הנצוחיים הם בכלל הקשים יחודשו מהקדמות מפורסמות כמו שהמופתים הם הקשים יחדשו מהקדמות הראשונות בטבע. 2ונתחיל בבאור היותר פשוט מהם, והם חלקי הדרושים, וההקדמות המפורסמות, וחלקיהם ."
newyork_2486,101b16-37,"1ונאמר: שההקדמות והשאלות, אחדות בנושא, ושנים בצד. 2וזה, שהמאמר הגוזר, כאשר הונח על צד הקבלה, ויהיה חלק הקש , יקרא הקדמה, וכאשר נחקר ממנו על צד קיום אחד משני הסותרים בו, או בטולו, יקרא שאלה. 3וכאשר היה זה כן, הנה כל הקדמה וכל שאלה, הנה הנשוא בה לא ימנע שיהיה, אם גדר, ואם סוג ואם הבדל ואם סגלה ואם רושם ואם מקרה. 4וכאשר היה הענין כן, יהיו הדרושים הנצוחיים ששה מינים. 5אלא שארסטו יצרף ההבדל אל הסוג, וישימהו בשער אחד. 6וכן הרושם, יצרפהו אל הסגולה. 7ויגיעו הדרושים הנצוחיים אצלו, ארבעה מינים. 8אם גדרים ואם סגולות ואם סוגים ואם מקרים. 9וכונתו בזה, שיבאר המקומות אשר יעשו בדרוש דרוש מאלו הארבעה. לפי שהוא כאשר לא יוכללו הדרושים, לא יוכללו המקומות, עם שבו ידיעה גם כן ליותר פשוט, מה שיורכבו ממנו המאמרים הנצוחיים. 10וראוי שנרשום אחד אחד מאלו הארבעה, כפי הרושם הראוי בו בזאת המלאכה, והם הרשמים-המפורסמים , והגדרים המפורסמים. 11עוד אחר זה נספר ששאר הדרושים נכללים באלו הארבעה, ונכנסים בשעריהם."
newyork_2486,101b38-102a18,"1ונאמר: שהגדר הוא המאמר המורה על מהות הדבר אשר בו מציאותו, אשר ייחדהו. 2והגדר אמנם ימצא מודיע באחד משני מקומות, אם מודיע למה שיורה עליו שם נפרד, כאמרנו , האדם חי מדבר מת. 3ואם מודיע למה שיורה עליו מאמר, וזה ימצא על שלשה מינים אם מודיע למה שיורה עליו מאמר ירוץ מרוצת השם כאמרנו , אם קדרות הירח הוא שתחשך, כאשר נפל במחודד צל הארץ. 4ואם מודיע למה שיורה עליו רושם , כמו אמרנו , אם המקבל לחכמה, הוא החי המדבר. 5ואם מודיע למה שיורה עליו גדר , וזה אפשר במה שיש לו שני גדרים. 6כמו אמרנו, אם הקול אשר בענן, הוא התמוגגות רוח נעצר בו. 7כי שני אלו גדרי הרעם. 8ופעמים ישתמש זה, כאשר היה לדבר גדר ולכל אחד מחלקיו גדר, ויעשה גדר כל אחד מחלקי הגדר, מקום מה שיורו עליו שמותיו. 9ואולם ההודעה אשר בו שם תמורת שם, וזה, כאשר סכלנו , אם הוראת השם הראשון הוא הוראת השם השני. 10כאמרנו, אם הנאה הוא הנבחר, הנה הוא נכנס בסוג בשער הגדר, ר""ל בדרשי הגדרים. 11וכן הרשמים אשר יעשו על שהם פירושים להוראת השם, לא שהם מודיעים בו ענין נמצא. 12כאמרנו, אם מה שיורה עליו שם הרקות, הוא מקום , אין בו דבר עומד. 13ובכלל זה המין מן הדרישה אשר יחקור בה אם כך, הוא כך בעינו, או הוא זולתו, הוא נכנס בזה הדרוש. 14ואמנם היה זה כן, לפי שאשר יקיים, שהדבר גדר לדבר, הנה כבר קיים קודם שהוא הוא בעצמו. 15ואשר יקיים שהוא איננו הוא , ושהוא זולת, הנה כבר בטל הגדר. 16ולזה היו מקומות ההוא הוא, והזולת, נמנים עם מקומות הגדר. 17וממה שיורה אותך על זה, שההמון יראו שהמרת השם בשם יותר ידוע ממנו, הוא הגדר. 18כמו שנמצא המדברים, יגדירו החכמה בשהיא הידיעה."
newyork_2486,102a19-30,"1היא מה שלא תורה על מהות הדבר, והיא נמצאת לכל הדבר לבדו, ומתהפכת עליו בנשיאות. 2המשל בזה, קבול החכמה לאדם. 3כי הוא כאשר נמצא האדם נמצא למקבל החכמה , וכאשר נמצא מקבל החכמה נמצא האדם וזה שהמפורסם מענין הסגולה, אי אפשר שתמצא לזולת בעל הסגולה. 4ואם היה , לא ימנע שיקרא-סגלה , מה שימצא יותר כולל מן הדבר, כאשר נמצא לו לבדו בקצת הזמנים. 5כי השינה, אמנם תהיה סגלה באדם מה, כאשר לא ימצא בזה העת, או בזה המקום, ישן, זולת זה האדם. 6וכבר יקרא סגלה , מה שימצא בקצת המין, אבל הוא לא ימצא בזולתו. 7כמו תכלתיות העין באדם. 8אלא שהסגולה היא אשר גדרנו, וזאת אם נאמר לה סגלה , הנה היא בשתוף השם או באיחור."
newyork_2486,102a31-102b3,"1והסוג הוא הנשוא על רבים מתחלפים במין , מדרך מהו. 2ובזה המין מן הדרישה, ר""ל, אם כך סוג לכך, יכנס מה שיאמר בו, אם כך וכך, תחת סוג אחד, או בסוגים מתחלפים. 3וזה יהיה דרישתנו דרך משל, אם האדם והשור, תחת סוג אחד. 4ויתבאר לנו שהאדם חי, והשור ג""כ חי במקום הסוג. 5הנה כבר התבאר לנו שהם תחת סוג אחד. 6ואם יתבאר שהוא לאחד מהם, ובלתי סוג לאחר, יתבאר שהם אינם תחת סוג אחד בעינו."
