greek,arabic,book,section
ΤΟΠΙΚΩΝ Α Ἡ ΜΕΝ πρόθεσις τῆς πραγματείας μέθοδον εὑρεῖν ἀφ᾿ ἧς δυνησόμεθα συλλογίζεσθαι περὶ παντὸς τοῦ προτεθέντος προβλήματος ἐξ ἐνδόξων καὶ αὐτοὶ λόγον ὑπέχοντες μηθὲν ἐροῦμεν ὑπεναντίον Πρῶτον οὖν ῥητέον τί ἐστι συλλογισμὸς καὶ τίνες αὐτοῦ διαφοραί ὅπως ληφθῇ ὁ διαλεκτικὸς συλλογισμός τοῦτον γὰρ ζητοῦμεν κατὰ τὴν προκειμένην πραγματείαν Ἔστι δὴ συλλογισμὸς λόγος ἐν ᾧ τεθέντων τινῶν ἕτερόν τι τῶν κειμένων ἐξ ἀνάγκης συμβαίνει διὰ τῶν κειμένων Ἀπόδειξις μὲν οὖν ἐστίν ὅταν ἐξ ἀληθῶν καὶ πρώτων ὁ συλλογισμὸς ᾖ ἢ ἐκ τοιούτων ἃ διά τινων πρώτων καὶ ἀληθῶν τῆς περὶ αὐτὰ γνώσεως τὴν ἀρχὴν εἴληφεν διαλεκτικὸς δὲ συλλογισμὸς ὁ ἐξ ἐνδόξων συλλογιζόμενος Ἔστι δὲ ἀληθῆ μὲν καὶ πρῶτα τὰ μὴ δι᾿ ἑτέρων ἀλλὰ δι᾿ αὑτῶν ἔχοντα τὴν πίστιν οὐ δεῖ γὰρ ἐν ταῖς ἐπιστημονικαῖς ἀρχαῖς ἐπιζητεῖσθαι τὸ διὰ τί ἀλλ᾿ ἑκάστην τῶν ἀρχῶν αὐτὴν καθ᾿ ἑαυτὴν εἶναι πιστήν Ἔνδοξα δὲ τὰ δοκοῦντα πᾶσιν ἢ τοῖς πλείστοις ἢ τοῖς σοφοῖς καὶ τούτοις ἢ πᾶσιν ἢ τοῖς πλείστοις ἢ τοῖς μάλιστα γνωρίμοις καὶ ἐνδόξοις Ἐριστικὸς δ᾿ ἐστὶ συλλογισμὸς ὁ ἐκ φαινομένων ἐνδόξων μὴ ὄντων δέ καὶ ὁ ἐξ ἐνδόξων ἢ φαινομένων ἐνδόξων φαινόμενος Οὐ γὰρ πᾶν τὸ φαινόμενον ἔνδοξον καὶ ἔστιν ἔνδοξον Οὐθὲν γὰρ τῶν λεγομένων ἐνδόξων ἐπιπόλαιον ἔχει παντελῶς τὴν φαντασίαν καθὰ περὶ τὰς τῶν ἐριστικῶν λόγων ἀρχὰς συμβέβηκεν ἔχειν παραχρῆμα γὰρ καὶ ὡς ἐπὶ τὸ πολὺ τοῖς καὶ μικρὰ συνορᾶν δυναμένοις κατάδηλος ἐν αὐτοῖς ἡ τοῦ ψεύδους ἐστὶ φύσις Ὁ μὲν οὖν πρότερος τῶν ῥηθέντων ἐριστικῶν συλλογισμῶν καὶ συλλογισμὸς λεγέσθω ὁ δὲ λοιπὸς ἐριστικὸς μὲν συλλογισμός συλλογισμὸς δ᾿ οὔ ἐπειδὴ φαίνεται μὲν συλλογίζεσθαι συλλογίζεται δ᾿ οὔ Ἔτι δὲ παρὰ τοὺς εἰρημένους ἅπαντας συλλογισμοὺς οἱ ἐκ τῶν περί τινας ἐπιστήμας οἰκείων γινόμενοι παραλογισμοί καθάπερ ἐπὶ τῆς γεωμετρίας καὶ τῶν ταύτῃ συγγενῶν συμβέβηκεν ἔχειν Ἔοικε γὰρ ὁ τρόπος οὗτος διαφέρειν τῶν εἰρημένων συλλογισμῶν οὔτε γὰρ ἐξ ἀληθῶν καὶ πρώτων συλλογίζεται ὁ ψευδογραφῶν οὔτ᾿ ἐξ ἐνδόξων Εἰς γὰρ τὸν ὅρον οὐκ ἐμπίπτει οὔτε γὰρ τὰ πᾶσι δοκοῦντα λαμβάνει οὔτε τὰ τοῖς πλείστοις οὔτε τὰ τοῖς σοφοῖς καὶ τούτοις οὔτε τὰ πᾶσιν οὔτε τοῖς πλείστοις οὔτε τοῖς ἐνδοξοτάτοις ἀλλ᾿ ἐκ τῶν οἰκείων μὲν τῇ ἐπιστήμῃ λημμάτων οὐκ ἀληθῶν δὲ τὸν συλλογισμὸν ποιεῖται Τῷ γὰρ ἢ τὰ ἡμικύκλια περιγράφειν μὴ ὡς δεῖ ἢ γραμμάς τινας ἄγειν μὴ ὡς ἂν ἀχθείησαν τὸν παραλογισμὸν ποιεῖται Εἴδη μὲν οὖν τῶν συλλογισμῶν ὡς τύπῳ περιλαβεῖν ἔστω τὰ εἰρημένα Καθόλου δ᾿ εἰπεῖν περὶ πάντων τῶν εἰρημένων καὶ τῶν μετὰ ταῦτα ῥηθησομένων ἐπὶ τοσοῦτον ἡμῖν διωρίσθω διότι περὶ οὐδενὸς αὐτῶν τὸν ἀκριβῆ λόγον ἀποδοῦναι προαιρούμεθα ἀλλ᾿ ὅσον τύπῳ περὶ αὐτῶν βουλόμεθα διελθεῖν παντελῶς ἱκανὸν ἡγούμενοι κατὰ τὴν προκειμένην μέθοδον τὸ δύνασθαι γνωρίζειν ὁπωσοῦν ἕκαστον αὐτῶν,غرض هذا البحث قال ان قصدنا في هذا الكتاب ان نستنبط طريقا يتهيا لنا به ان نعمل من مقدمات ذاءعة قياسا في كل مسءلة تقصد وان نكون اذا اجبنا جوابا لم نات فيه بشء مضاد فينبغي ان نقول اولا ما هو القياس وما هي اصنافه حتي يحصل لنا القياس الجدلي اذ كنا هذا القياس نلتمس في هذا الكتاب فنقول ان القياس قول اذا وضعت فيه اشياء لزم من تلك الاشياء الموضوعة شء اخر غيرها من الاضطرار فالبرهان هو القياس الذي يكون من مقدمات صادقة اولية او من مقدمات يكون مبدا المعرفة بها قد حصل من مقدمات ما اولية صادقة والقياس الجدلي هو الذي ينتج من مقدمات ذاءعة والمقدمات الصادقة الاولي هي التي تصدق بذاتها لا بغيرها وذلك انه ليس ينبغي لنا ان نلتمس في مبادء العلوم اليقينية لم الشء لكن ينبغي ان يكون كل واحد من مبادء العلوم اليقينية صادقا بنفسه والمقدمات الذاءعة هي التي يظنها جميع الناس او اكثرهم او جماعة الفلاسفة او اكثرهم او المشهورون منهم والذين في غاية النباهة والقياس المماري هو الذي يكون من مقدمات ذاءعة في الظاهر وليست ذاءعة علي الحقيقة او الذي يكون في الظاهر من مقدمات ذاءعة او من ذاءعة في الظاهر لانه ليس كل ما كان ذاءعا في الظاهر فهو ايضا ذاءعا وذلك انه ليس شء من الاشياء التي يقال فيها انها ذاءعة يكون تصوره في جميع حالاته مموها كما يعرض في مبادء اقاويل الممارين لان طبيعة الكذب تتبين فيها علي المكان في اكثر الامر لمن معه ادني فطنة فضلا عن غيره فالاول من القياسين المماريين اللذين وصفنا ينبغي ان يسمي قياسا واما الثاني فينبغي ان يسمي مماريا فاما ان يسمي قياسا فلا لانه في الظاهر قياس الا انه ليس ينتج وها هنا ايضا غير هذه القياسات المذكورة كلها وهي المغالطات التي تكون من الاشياء التي تخص بعض العلوم بمنزلة ما يعرض في الهندسة وما جانسها من العلوم فانه قد يشبه ان يكون هذا الصنف يخالف القياسات التي وصفنا لان الذي يرسم شكلا باطلا ليس يعمل قياسا من مقدمات صادقة اولية ولا من مقدمات ذاءعة اذ كان ليس يدخل في الحد وذلك انه ليس يقتضب ما يظنه جميع الناس ولا ما يراه اكثرهم ولا ما يظنه الفلاسفة او اكثرهم او المشهورون جدا منهم لكنه يعمل القياس من المقدمات التي تخص الصناعة الا انها ليست صادقة لانه اذا رسم انصاف الدواءر علي غير ما ينبغي او اخرج بعض الخطوط علي غير طريق اخراجها استعمل المغالطة فلينزل ان انواع القياسات اذا حصلناها علي طريق الرسم هي هذه التي وصفنا وبالجملة نقول ان هذا مبلغ ما نريد تحصيله في جميع ما وصفنا وما سنصفه من بعد لانه ليس قصدنا في شء منها استيفاء القول المستقصي ولكن الذي نريد ان نصفه من امرها علي طريق الرسم لما راينا فيه من الغناء والكفاية في هذا الطريق الذي نحونا نحوه وهو ان يكون يتهيا لنا ان نتعرف كل واحد منها كيفما كان,1,1
Ἑπόμενον δ᾿ ἂν εἴη τοῖς εἰρημένοις εἰπεῖν πρὸς πόσα τε καὶ τίνα χρήσιμος ἡ πραγματεία Ἔστι δὴ πρὸς τρία πρὸς γυμνασίαν πρὸς τὰς ἐντεύξεις πρὸς τὰς κατὰ φιλοσοφίαν ἐπιστήμας Ὅτι μὲν οὖν πρὸς γυμνασίαν χρήσιμος ἐξ αὐτῶν καταφανές ἐστι μέθοδον γὰρ ἔχοντες ῥᾷον περὶ τοῦ προτεθέντος ἐπιχειρεῖν δυνησόμεθα Πρὸς δὲ τὰς ἐντεύξεις διότι τὰς τῶν πολλῶν κατηριθμημένοι δόξας οὐκ ἐκ τῶν ἀλλοτρίων ἀλλ᾿ ἐκ τῶν οἰκείων δογμάτων ὁμιλήσομεν πρὸς αὐτούς μεταβιβάζοντες ὅ τι ἂν μὴ καλῶς φαίνωνται λέγειν ἡμῖν Πρὸς δὲ τὰς κατὰ φιλοσοφίαν ἐπιστήμας ὅτι δυνάμενοι πρὸς ἀμφότερα διαπορῆσαι ῥᾷον ἐν ἑκάστοις κατοψόμεθα τἀληθές τε καὶ τὸ ψεῦδος Ἔτι δὲ πρὸς τὰ πρῶτα τῶν περὶ ἑκάστην ἐπιστήμην ἀρχῶν Ἐκ μὲν γὰρ τῶν οἰκείων τῶν κατὰ τὴν προτεθεῖσαν ἐπιστήμην ἀρχῶν ἀδύνατον εἰπεῖν τι περὶ αὐτῶν ἐπειδὴ πρῶται αἱ ἀρχαὶ ἁπάντων εἰσί διὰ δὲ τῶν περὶ ἕκαστα ἐνδόξων ἀνάγκη περὶ αὐτῶν διελθεῖν Τοῦτο δ᾿ ἴδιον ἢ μάλιστα οἰκεῖον τῆς διαλεκτικῆς ἐστίν ἐξεταστικὴ γὰρ οὖσα πρὸς τὰς ἁπασῶν τῶν μεθόδων ἀρχὰς ὁδὸν ἔχει,فاءدة الجدل ويتبع ما وصفنا ان نذكر الاشياء التي ينتفع فيها بهذا الكتاب كم هي وما هي فنقول انه ينتفع به في ثلاثة اشياء في الرياضة وفي المناظرة وفي علوم الفلسفة والامر في ان هذا الكتاب نافع في الرياضة ظاهر بين من هذا وذلك انه اذا كان لنا طريق نسلكه امكننا باسهل ماخذ ان نحتج فيما نقصد للحجة فيه فاما منفعته في المناظرة فمن قبل انا اذا احصينا اراء الجمهور كانت مخاطبتنا اياهم من الاراء التي تخصهم لا من الاشياء الغريبة لننقلهم عما نراهم لا يصيبون القول فيه فاما منفعته في علوم الفلسفة فلانا اذا قدرنا ان نتشكك في الامرين جميعا سهل علينا في كل واحد من الامور ان ندرك الحق والباطل وقد ننتفع به ايضا في اواءل كل واحد من العلوم وذلك انه ليس يمكننا ان نقول فيها شيءا من الاشياء من المبادء التي تخص العلم الذي ننحو نحوه لانها مبادء اولي الجميع فاما من الاشياء الذاءعة في كل واحد فواجب ضرورة ان نتكلم فيها فان هذا المعني اخص الاشياء واليقها بصناعة المنطق اذ كان لها بما هي عليه من الفحص والتنقير طريق الي مبادء جميع الصناعات,1,2
Ἕξομεν δὲ τελέως τὴν μέθοδον ὅταν ὁμοίως ἔχωμεν ὥσπερ ἐπὶ ῥητορικῆς καὶ ἰατρικῆς καὶ τῶν τοιούτων δυνάμεων Τοῦτο δ᾿ ἐστὶ τὸ ἐκ τῶν ἐνδεχομένων ποιεῖν ἃ προαιρούμεθα Οὔτε γὰρ ὁ ῥητορικὸς ἐκ παντὸς τρόπου πείσει οὔθ᾿ ὁ ἰατρικὸς ὑγιάσει ἀλλ᾿ ἐὰν τῶν ἐνδεχομένων μηδὲν παραλείπῃ ἱκανῶς αὐτὸν ἔχειν τὴν ἐπιστήμην φήσομεν,المهارة في الجدل وانما يحصل لنا من هذه الصناعة علي الكمال متي كانت حالنا فيها علي مثال حالنا في الخطابة والطب وفي امثالها من القوي اعني ان يكون انما يفعل ما يريد ان يفعله من الاشياء التي يمكن ان نفعل فان الخطيب ليس يقنع من كل وجه ولا الطبيب يعيد الصحة من كل وجه لكن متي لم يغفلا شيءا مما يمكنهما الا يغفلاه قلنا انهما قد حصلا الصناعة علي الكفاية,1,3
Πρῶτον οὖν θεωρητέον ἐκ τίνων ἡ μέθοδος Εἰ δὴ λάβοιμεν πρὸς πόσα καὶ ποῖα καὶ ἐκ τίνων οἱ λόγοι καὶ πῶς τούτων εὐπορήσομεν ἔχοιμεν ἂν ἱκανῶς τὸ προκείμενον Ἔστι δ᾿ ἀριθμῷ ἴσα καὶ ταὐτά ἐξ ὧν τε οἱ λόγοι καὶ περὶ ὧν οἱ συλλογισμοί Γίνονται μὲν γὰρ οἱ λόγοι ἐκ τῶν προτάσεων περὶ ὧν δὲ οἱ συλλογισμοί τὰ προβλήματά ἐστι Πᾶσα δὲ πρότασις καὶ πᾶν πρόβλημα ἢ γένος ἢ ἴδιον ἢ συμβεβηκὸς δηλοῖ καὶ γὰρ τὴν διαφορὰν ὡς οὖσαν γενικὴν ὁμοῦ τῷ γένει τακτέον Ἐπεὶ δὲ τοῦ ἰδίου τὸ μὲν τὸ τί ἦν εἶναι σημαίνει τὸ δ᾿ οὐ σημαίνει διῃρήσθω τὸ ἴδιον εἰς ἄμφω τὰ προειρημένα μέρη καὶ καλείσθω τὸ μὲν τὸ τί ἦν εἶναι σημαῖνον ὅρος τὸ δὲ λοιπὸν κατὰ τὴν κοινὴν περὶ αὐτῶν ἀποδοθεῖσαν ὀνομασίαν προσαγορευέσθω ἴδιον Δῆλον οὖν ἐκ τῶν εἰρημένων ὅτι κατὰ τὴν νῦν διαίρεσιν τέτταρα τὰ πάντα συμβαίνει γίνεσθαι ἢ ἴδιον ἢ ὅρον ἢ γένος ἢ συμβεβηκός Μηδεὶς δ᾿ ἡμᾶς ὑπολάβῃ λέγειν ὡς ἕκαστον τούτων καθ᾿ αὑτὸ λεγόμενον πρότασις ἢ πρόβλημά ἐστιν ἀλλ᾿ ὅτι ἀπὸ τούτων καὶ τὰ προβλήματα καὶ αἱ προτάσεις γίνονται Διαφέρει δὲ τὸ πρόβλημα καὶ ἡ πρότασις τῷ τρόπῳ Οὕτω μὲν γὰρ ῥηθέντος ἆρά γε τὸ ζῷον πεζὸν δίπουν ὁρισμός ἐστιν ἀνθρώπου καὶ ἆρά γε τὸ ζῷον γένος ἐστὶ τοῦ ἀνθρώπου πρότασις γίνεται Ἐὰν δέ πότερον τὸ ζῷον πεζὸν δίπουν ὁρισμός ἐστιν ἀνθρώπου ἢ οὔ καὶ πότερον τὸ ζῷον γένος ἐστίν πρόβλημα γίνεται Ὁμοίως δὲ καὶ ἐπὶ τῶν ἄλλων Ὅστ᾿ εἰκότως ἴσα τῷ ἀριθμῷ τὰ προβλήματα καὶ αἱ προτάσεις εἰσίν Ἀπὸ πάσης γὰρ προτάσεως πρόβλημα ποιήσεις μεταβάλλων τῷ τρόπῳ,نظرة عامة الي عناصر البرهان الجدلي فاولا ينبغي ان ننظر من ماذا تتقوم هذه الصناعة فانا اذا حصلناكم هي وما حالها واي الاقاويل هي وكيف نستنبطها كنا قد حصلنا ما قصدنا له علي الكفاية فنقول ان الاشياء التي منها الاقاويل و الاشياء التي فيها القياسات متساوية في العدد وواحدة بعينها وذلك ان الاقاويل تحدث عن المقدمات والاشياء التي فيها تكون القياسات هي المساءل وكل مقدمة وكل مسءلة فاما ان تكون خاصة او جنسا او عرضا وذلك ان الفصل لما كان جنسيا وجب ان يرتبه مع الجنس ولان من الخاصة ما يدل علي ما الشء ومنها ما لا يدل علي ذلك فلنقسمها الي الجزءين الموصوفين كليهما ولنسم الدال علي ما هو الشء حدا ونسمي الجزء الثاني بالاسم العام لهما اعني خاصة فبين مما قلنا انه يلزم ان يكون جميعها علي حسب هذه القسمة اربعة اما حدا واما خاصة واما جنسا واما عرضا وليس ينبغي ان يظن بنا احد انا نقول ان كل واحد من هذه اذا قيل علي حدته فهو اما مسءلة واما مقدمة لكنا تقول ان من هذه تحدث المقدمات والمساءل والمسءلة انما تخالف المقدمة بالجهة وذلك ان هذا القول اذا قيل علي هذه الجهة ليس قولنا حي مشاء ذو رجلين حدا للانسان تكون مقدمة وكذلك اذا قيل اليس الحي جنسا للانسان كان مقدمة فان قيل هل قولنا حي مشاء ذو رجلين حد للانسان وهل قولنا الحي جنس للانسان ام لا كان مسءلة وعلي ذلك المثال يجري الامر في ساءر الاشياء الاخر فبالواجب صارت المساءل والمقدمات متساوية في العدد وذلك انك قد تعمل من كل مقدمة مسءلة اذا نقلتها عن جهتها,1,4
Λεκτέον δὲ τί ὅρος τί ἴδιον τί γένος τί συμβεβηκός Ἔστι δ᾿ ὅρος μὲν λόγος ὁ τὸ τί ἦν εἶναι σημαίνων Ἀποδίδοται δὲ ἢ λόγος ἀντ᾿ ὀνόματος ἢ λόγος ἀντὶ λόγου δυνατὸν γὰρ καὶ τῶν ὑπὸ λόγου τινὰ σημαινομένων ὁρίσασθαι Ὅσοι δ᾿ ὁπωσοῦν ὀνόματι τὴν ἀπόδοσιν ποιοῦνται δῆλον ὡς οὐκ ἀποδιδόασιν οὗτοι τὸν τοῦ πράγματος ὁρισμόν ἐπειδὴ πᾶς ὁρισμὸς λόγος τίς ἐστιν Ὁρικὸν μέντοι καὶ τὸ τοιοῦτον θετέον οἷον ὅτι καλόν ἐστι τὸ πρέπον Ὁμοίως δὲ καὶ τὸ πότερον ταὐτὸν αἴσθησις καὶ ἐπιστήμη ἢ ἕτερον καὶ γὰρ περὶ τοὺς ὁρισμούς πότερον ταὐτὸν ἢ ἕτερον ἡ πλείστη γίνεται διατριβή Ἁπλῶς δὲ ὁρικὰ πάντα λεγέσθω τὰ ὑπὸ τὴν αὐτὴν ὄντα μέθοδον τοῖς ὁρισμοῖς Ὅτι δὲ πάντα τὰ νῦν ῥηθέντα τοιαῦτ᾿ ἐστί δῆλον ἐξ αὐτῶν Δυνάμενοι γὰρ ὅτι ταὐτὸν καὶ ὅτι ἕτερον διαλέγεσθαι τῷ αὐτῷ τρόπῳ καὶ πρὸς τοὺς ὁρισμοὺς ἐπιχειρεῖν εὐπορήσομεν δείξαντες γὰρ ὅτι οὐ ταὐτόν ἐστιν ἀνῃρηκότες ἐσόμεθα τὸν ὁρισμόν Οὐ μὴν ἀντιστρέφει γε τὸ νῦν ῥηθέν οὐ γὰρ ἱκανὸν πρὸς τὸ κατασκευάσαι τὸν ὁρισμὸν τὸ δεῖξαι ταὐτὸν ὄν Πρὸς μέντοι τὸ ἀνασκευάσαι αὔταρκες τὸ δεῖξαι ὅτι οὐ ταὐτόν Ἴδιον δ᾿ ἐστὶν ὃ μὴ δηλοῖ μὲν τὸ τί ἦν εἶναι μόνῳ δ᾿ ὑπάρχει καὶ ἀντικατηγορεῖται τοῦ πράγματος οἷον ἴδιον ἀνθρώπου τὸ γραμματικῆς εἶναι δεκτικόν εἰ γὰρ ἄνθρωπός ἐστι γραμματικῆς δεκτικός ἐστι καὶ εἰ γραμματικῆς δεκτικός ἐστιν ἄνθρωπός ἐστιν Οὐθεὶς γὰρ ἴδιον λέγει τὸ ἐνδεχόμενον ἄλλῳ ὑπάρχειν οἷον τὸ καθεύδειν ἀνθρώπῳ οὐδ᾿ ἂν τύχῃ κατά τινα χρόνον μόνῳ ὑπάρχον Εἰ δ᾿ ἄρα τι καὶ λέγοιτο τῶν τοιούτων ἴδιον οὐχ ἁπλῶς ἀλλὰ ποτὲ ἢ πρός τι ἴδιον ῥηθήσεται τὸ μὲν γὰρ ἐκ δεξιῶν εἶναι ποτὲ ἴδιόν ἐστι τὸ δὲ δίπουν πρός τι ἴδιον τυγχάνει λεγόμενον οἷον τῷ ἀνθρώπῳ πρὸς ἵππον καὶ κύνα Ὅτι δὲ τῶν ἐνδεχομένων ἄλλῳ ὑπάρχειν οὐθὲν ἀντικατηγορεῖται δῆλον οὐ γὰρ ἀναγκαῖον εἴ τι καθεύδει ἄνθρωπον εἶναι Γένος δ᾿ ἐστὶ τὸ κατὰ πλειόνων καὶ διαφερόντων τῷ εἴδει ἐν τῷ τί ἐστι κατηγορούμενον Ἐν τῷ τί ἐστι δὲ κατηγορεῖσθαι τὰ τοιαῦτα λεγέσθω ὅσα ἁρμόττει ἀποδοῦναι ἐρωτηθέντας τί ἐστι τὸ προκείμενον καθάπερ ἐπὶ τοῦ ἀνθρώπου ἁρμόττει ἐρωτηθέντα τί ἐστι τὸ προκείμενον εἰπεῖν ὅτι ζῷον Γενικὸν δὲ καὶ τὸ πότερον ἐν τῷ αὐτῷ γένει ἄλλο ἄλλῳ ἢ ἐν ἑτέρῳ Καὶ γὰρ τὸ τοιοῦτον ὑπὸ τὴν αὐτὴν μέθοδον πίπτει τῷ γένει διαλεχθέντες γὰρ ὅτι τὸ ζῷον γένος τοῦ ἀνθρώπου ὁμοίως δὲ καὶ τοῦ βοός διειλεγμένοι ἐσόμεθα ὅτι ἐν τῷ αὐτῷ γένει Ἐὰν δὲ τοῦ μὲν ἑτέρου δείξωμεν ὅτι γένος ἐστί τοῦ δὲ ἑτέρου ὅτι οὐκ ἔστι διειλεγμένοι ἐσόμεθα ὅτι οὐκ ἐν τῷ αὐτῷ γένει ταῦτ᾿ ἐστίν Συμβεβηκὸς δέ ἐστιν ὃ μηδὲν μὲν τούτων ἐστί μήτε ὅρος μήτε ἴδιον μήτε γένος ὑπάρχει δὲ τῷ πράγματι καὶ ὃ ἐνδέχεται ὑπάρχειν ὁτῳοῦν ἑνὶ καὶ τῷ αὐτῷ καὶ μὴ ὑπάρχειν οἷον τὸ καθῆσθαι ἐνδέχεται ὑπάρχειν τινὶ τῷ αὐτῷ καὶ μὴ ὑπάρχειν Ὁμοίως δὲ καὶ τὸ λευκόν τὸ γὰρ αὐτὸ οὐθὲν κωλύει ὁτὲ μὲν λευκὸν ὁτὲ δὲ μὴ λευκὸν εἶναι Ἔστι δὲ τῶν τοῦ συμβεβηκότος ὁρισμῶν ὁ δεύτερος βελτίων τοῦ μὲν γὰρ πρώτου ῥηθέντος ἀναγκαῖον εἰ μέλλει τις συνήσειν προειδέναι τί ἐστιν ὅρος καὶ γένος καὶ ἴδιον ὁ δὲ δεύτερος αὐτοτελής ἐστι πρὸς τὸ γνωρίζειν τί ποτ᾿ ἐστὶ τὸ λεγόμενον καθ᾿ αὑτό Προσκείσθωσαν δὲ τῷ συμβεβηκότι καὶ αἱ πρὸς ἄλληλα συγκρίσεις ὁπωσοῦν ἀπὸ τοῦ συμβεβηκότος λεγόμεναι οἷον πότερον τὸ καλὸν ἢ τὸ συμφέρον αἱρετώτερον καὶ πότερον ὁ κατ᾿ ἀρετὴν ἢ ὁ κατ᾿ ἀπόλαυσιν ἡδίων βίος καὶ εἴ τι ἄλλο παραπλησίως τυγχάνει τούτοις λεγόμενον ἐπὶ πάντων γὰρ τῶν τοιούτων ποτέρῳ μᾶλλον τὸ κατηγορούμενον συμβέβηκεν ἡ ζήτησις γίνεται Δῆλον δ᾿ ἐξ αὐτῶν ὅτι τὸ συμβεβηκὸς οὐθὲν κωλύει ποτὲ καὶ πρός τι ἴδιον γίνεσθαι οἷον τὸ καθῆσθαι συμβεβηκὸς ὄν ὅταν τις μόνος κάθηται τότε ἴδιον ἔσται μὴ μόνου δὲ καθημένου πρὸς τοὺς μὴ καθημένους ἴδιον Ὥστε καὶ πρός τι καὶ ποτὲ οὐθὲν κωλύει τὸ συμβεβηκὸς ἴδιον γίνεσθαι Ἁπλῶς δ᾿ ἴδιον οὐκ ἔσται,دراسة عناصر الجدل تفصيلا وينبغي ان نقول ما الحد وما الخاصة وما الجنس وما العرض فالحد هو القول الدال علي ماهية الشء وقد يوصف ايضا بانه قول مكان اسم او قول مكان قول لانه قد يمكننا ان نحد بعض الاشياء التي يستدل عليها بقول فاما الذين يجعلون الصفة بالاسم كيفما كان فمن البين انهم ليس يوفون تحديد المعني لان كل تحديد فهو قول ما الا انه ينبغي ان نجعل ما يجري هذا المجري داخلا في باب الحد مثل قولنا اللاءق جميل وكذلك قولنا هل الحس والعلم شء واحد بعينه ام احدهما غير الاخر فان اكثر البحث ايضا انما يكون في الحدود عن هل الشء واحد بعينه او هو غير وبالجملة فينبغي ان نسمي جميع الاشياء التي هي والحدود تحت صناعة واحدة بعينها الداخلة في باب الحدود والامر في ان جميع ما قلناه الان حاله هذه الحال بين من ذاته فانا اذا قدرنا ان نقول الشء بعينه والغير امكننا الاحتجاج في الحدود ايضا بهذا الوجه بعينه وذلك انا اذا بينا انه ليس فيها الشء بغيته نكون قد ابطلنا التحديد غير ان المعني الذي وصفنا الان لا ينعكس لانه ليس يكفي في تثبيت الحد ان نبين ان الشء بعينه فيه موجود فاما في ابطاله فقد يكفي ان نبين انه ليس فيه الشء بعينه والخاصة هي ما لم يدل علي ماهية الشء وكان موجودا للامر وحده وراجعا عليه في الحمل مثال ذلك قبول علم النحو للانسان فانه مهما كان الانسان موجوا فالقابل لعلم النحو موجود ومهما كان القابل لعلم النحو موجودا فالانسان موجود وذلك انه ليس احد يقول ان الخاصة يمكن ان توجد لغير ما هي له خاصة بمنزلة النوم للانسان لا ولو اتفق ان يوجد له وحده في وقت من الاوقات فان قيل لما يجري هذا المجري خاصة فليس يقال له خاصة علي الاطلاق لكن في بعض الاوقات وبالاضافة الي شء فان وجود الشء يمنة انما يقال انه خاصة له في بعض الاوقات وذو الرجلين فانما يقال انه خاصة بالاضافة الي شء بمنزلة ما هو للانسان بالاضافة الي الفرس والي الكلب والامر بين في انه ليس شء مما يمكن ان يوجد لشء اخر غير الشء الذي هو له يرجع عليه بالتكافء في الحمل وذلك انه ليس يجب ضرورة متي وجد شء ينام ان يكون الانسان موجودا والجنس هو المحمول علي كثيرين مختلفين بالنوع من طريق ما هو وينبغي ان يقال ان الاشياء التي تحمل من طريق ما هو وهي التي يليق بنا ان ناتي بها اذا سءلنا عن الشء الموضوع ما هو كما يليق بنا اذا سءلنا عن الانسان ما هو ان نقول انه حيوان فاما ما يسال عنها هل هي في جنس واحد بعينه وهي مختلفة ام في جنسين مختلفين فانما هي في مذهب الجنس لان ما يجري هذا المجري يدخل هو والجنس في طريق واحد بعينه وذلك انا اذا قلنا ان الحيوان جنس للانسان وكذلك للثور نكون قد قلنا ان هذين داخلان في جنس واحد بعينه فان نحن بينا انه جنس لاحدهما غير جنس للاخر نكون قد قلنا ان هذين ليسا بداخلين في جنس واحد بعينه والعرض هو ما لم يوجد واحدا من هذه لا حدا ولا خاصة ولا جنسا وهو موجود في الشء او هو الذي يمكن ان يوجد لواحد بعينه كاءنا ما كان والا يوجد بمنزلة الجلوس فانه يمكن ان يوجد لواحد بعينه كاءنا ما كان والا يوجد وكذلك الابيض فانه ليس مانع يمنع ان يكون شء واحد بعينه مرة ابيض ومرة غير ابيض والثاني من حدي العرض اجود من الاول لان الاول اذا قيل احتاج من يريد ان يفهمه ان يتقدم فيعلم ما الحد والجنس والخاصة فاما الثاني فكامل بنفسه يستغني به علي حدته في معرفة الموصوف ما هو وينبغي ان نضيف الي العرض مقايسات الاشياء بعضها الي بعض كيفما كانت اذا قيلت من العرض مثال ذلك قولنا ايهما اثر الجميل او النافع واي المذهبين الذ الذي تستعمل فيه الفضيلة او الذي ينهمك فيه الشهوات وغير ذلك مما يقال علي هذا المثال فان البحث في امثال هذه كلها انما هو عن اي الاثنين يكون لزوم المحمول به احري وبين من هذه انه ليس يمنع مانع في بعض الاوقات وبالاضافة الي شء ان يكون العرض خاصة بمنزلة الجلوس الذي هو عرض فمتي الفي انسان جالسا وحده صار الجلوس له في ذلك الوقت حينءذ خاصة واذا لم يكن جالسا هو وحده فالجلوس له خاصة بالاضافة الي ما ليس هو جالسا فليس يمنع اذا مانع من ان يكون العرض في بعض الاوقات وبالاضافة الي شء خاصة فاما خاصة علي الاطلاق فلا يكون,1,5
